"person_id","visits_raw_w1","visits_u_w1","day_range_w1","active_days_w1","count_domains_w1","visits_raw_w2","visits_u_w2","day_range_w2","active_days_w2","count_domains_w2","visits_raw_w3","visits_u_w3","day_range_w3","active_days_w3","count_domains_w3","diff_day_range_w1_w2","domain_right_w1","domain_center_w1","domain_left_w1","domain_left_w2","domain_right_w2","domain_center_w2","domain_right_w3","domain_center_w3","domain_left_w3","domain_right_mean_w1","domain_center_mean_w1","domain_left_mean_w1","domain_left_mean_w2","domain_right_mean_w2","domain_center_mean_w2","domain_right_mean_w3","domain_center_mean_w3","domain_left_mean_w3"
135,19207,18443,29,29,437,2509,2085,104,4,126,24176,22877,43,43,525,0,13,2,5,0,3,0,35,0,17,0.448275862068966,0.0689655172413793,0.172413793103448,0,0.75,0,0.813953488372093,0,0.395348837209302
136,52012,26376,91,78,349,16368,12580,94,77,353,24780,16389,93,88,410,-3,367,0,356,59,301,0,177,3,28,4.70512820512821,0,4.56410256410256,0.766233766233766,3.90909090909091,0,2.01136363636364,0.0340909090909091,0.318181818181818
137,6934,3312,91,17,166,2727,1200,96,6,108,3759,1476,82,8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,59975,29238,91,91,817,4395,2538,105,12,184,19667,9833,81,19,385,-14,77,0,27,4,16,0,12,0,1,0.846153846153846,0,0.296703296703297,0.333333333333333,1.33333333333333,0,0.631578947368421,0,0.0526315789473684
139,14540,5550,68,58,248,20480,7132,90,66,244,17672,6086,83,57,229,-22,132,0,0,2,141,0,124,0,2,2.27586206896552,0,0,0.0303030303030303,2.13636363636364,0,2.17543859649123,0,0.0350877192982456
140,17954,8960,91,90,535,45542,18714,75,74,607,28180,16176,81,76,268,16,680,0,30,135,3110,0,1157,31,98,7.55555555555556,0,0.333333333333333,1.82432432432432,42.027027027027,0,15.2236842105263,0.407894736842105,1.28947368421053
141,15944,8073,90,80,265,31476,16638,103,91,506,11150,6159,76,72,259,-13,63,0,2,2,70,1,27,0,1,0.7875,0,0.025,0.021978021978022,0.769230769230769,0.010989010989011,0.375,0,0.0138888888888889
142,17210,8520,90,47,420,48825,26970,93,79,720,74760,43241,76,76,881,-3,4,5,4,8,492,1,1030,0,22,0.0851063829787234,0.106382978723404,0.0851063829787234,0.10126582278481,6.22784810126582,0.0126582278481013,13.5526315789474,0,0.289473684210526
143,34806,18218,90,90,749,45707,22203,91,79,775,12791,7011,82,45,417,-1,715,5,158,89,924,7,181,1,29,7.94444444444444,0.0555555555555556,1.75555555555556,1.12658227848101,11.6962025316456,0.0886075949367089,4.02222222222222,0.0222222222222222,0.644444444444444
144,68820,32672,92,92,449,12946,6725,77,24,171,13301,6207,80,60,247,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,80489,37897,91,91,390,41694,23070,90,89,273,113230,56755,85,58,572,1,186,4,297,320,129,4,3001,0,679,2.04395604395604,0.043956043956044,3.26373626373626,3.59550561797753,1.44943820224719,0.0449438202247191,51.7413793103448,0,11.7068965517241
146,18800,9870,90,73,530,30171,15602,90,86,565,15045,8303,82,77,410,0,178,1,334,389,323,1,254,1,337,2.43835616438356,0.0136986301369863,4.57534246575342,4.52325581395349,3.75581395348837,0.0116279069767442,3.2987012987013,0.012987012987013,4.37662337662338
147,17114,9811,88,74,458,7504,4504,101,85,280,6420,3413,86,67,199,-13,173,0,99,0,58,0,50,0,6,2.33783783783784,0,1.33783783783784,0,0.682352941176471,0,0.746268656716418,0,0.0895522388059701
148,639,332,3,3,40,17844,11695,137,92,434,22183,12631,77,76,518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,7549,6542,91,85,394,12368,10063,105,93,466,13860,10810,71,70,343,-14,15,14,0,1,9,0,9,0,68,0.176470588235294,0.164705882352941,0,0.010752688172043,0.0967741935483871,0,0.128571428571429,0,0.971428571428571
150,72405,34782,90,83,609,44201,24446,105,90,679,52973,25608,76,76,745,-15,38,1,9,26,65,1,135,4,12,0.457831325301205,0.0120481927710843,0.108433734939759,0.288888888888889,0.722222222222222,0.0111111111111111,1.77631578947368,0.0526315789473684,0.157894736842105
151,33865,18446,92,53,674,42354,23643,59,43,715,982,654,79,7,75,33,2,0,0,0,3,1,0,0,1,0.0377358490566038,0,0,0,0.0697674418604651,0.0232558139534884,0,0,0.142857142857143
152,4031,2982,24,24,219,30328,23108,93,93,984,24235,20084,76,52,613,-69,1,1,0,17,156,1,32,0,7,0.0416666666666667,0.0416666666666667,0,0.182795698924731,1.67741935483871,0.010752688172043,0.615384615384615,0,0.134615384615385
153,34346,13451,90,72,554,35491,17261,91,74,749,19617,10543,81,47,686,-1,29,0,1,11,80,2,56,1,16,0.402777777777778,0,0.0138888888888889,0.148648648648649,1.08108108108108,0.027027027027027,1.19148936170213,0.0212765957446809,0.340425531914894
154,22254,10712,42,42,328,42921,19053,92,92,511,47987,21017,81,81,440,-50,24,0,23,21,202,0,71,0,11,0.571428571428571,0,0.547619047619048,0.228260869565217,2.19565217391304,0,0.876543209876543,0,0.135802469135802
155,25692,13449,89,88,534,36462,16034,93,88,563,22478,9658,76,76,361,-4,11,0,0,2,2,0,16,0,0,0.125,0,0,0.0227272727272727,0.0227272727272727,0,0.210526315789474,0,0
156,76548,34118,90,90,808,27732,15205,65,58,611,56945,27504,85,60,852,25,781,0,323,59,141,0,196,1,86,8.67777777777778,0,3.58888888888889,1.01724137931034,2.43103448275862,0,3.26666666666667,0.0166666666666667,1.43333333333333
157,214561,95705,82,60,1336,134267,59984,98,44,830,84245,40017,46,25,769,-16,39,1,25,15,132,0,3,0,1,0.65,0.0166666666666667,0.416666666666667,0.340909090909091,3,0,0.12,0,0.04
158,7983,3695,90,81,209,36397,15953,99,92,437,35409,18185,78,78,512,-9,28,0,0,0,91,0,58,0,8,0.345679012345679,0,0,0,0.989130434782609,0,0.743589743589744,0,0.102564102564103
159,4873,2904,85,15,202,6117,3153,91,22,220,3549,2159,74,26,155,-6,3,0,2,11,6,1,9,0,0,0.2,0,0.133333333333333,0.5,0.272727272727273,0.0454545454545455,0.346153846153846,0,0
160,35748,18503,91,73,479,26506,15645,92,89,478,1385,669,77,22,48,-1,36,0,4,14,519,0,104,0,2,0.493150684931507,0,0.0547945205479452,0.157303370786517,5.8314606741573,0,4.72727272727273,0,0.0909090909090909
161,38382,20118,90,87,338,199537,70772,70,58,613,5499,1974,3,3,99,20,338,0,171,577,3617,0,235,0,14,3.88505747126437,0,1.96551724137931,9.94827586206897,62.3620689655172,0,78.3333333333333,0,4.66666666666667
162,39950,21050,90,89,668,21334,11806,91,45,423,35331,15467,82,47,587,-1,8,0,8,2,5,0,4,0,4,0.0898876404494382,0,0.0898876404494382,0.0444444444444444,0.111111111111111,0,0.0851063829787234,0,0.0851063829787234
163,74271,27131,89,72,654,26172,11035,92,73,392,78935,29572,78,43,415,-3,45,1,13,3,17,2,5,1,3,0.625,0.0138888888888889,0.180555555555556,0.0410958904109589,0.232876712328767,0.0273972602739726,0.116279069767442,0.0232558139534884,0.0697674418604651
164,14963,6047,90,84,297,6345,3113,80,38,198,10957,4824,80,76,293,10,1,0,0,2,1,0,11,0,3,0.0119047619047619,0,0,0.0526315789473684,0.0263157894736842,0,0.144736842105263,0,0.0394736842105263
166,71419,34386,90,72,638,72040,37552,91,76,753,92554,41074,80,57,752,-1,92,4,5,7,124,0,1051,2,10,1.27777777777778,0.0555555555555556,0.0694444444444444,0.0921052631578947,1.63157894736842,0,18.4385964912281,0.0350877192982456,0.175438596491228
167,52166,25043,90,90,905,55928,23497,113,49,617,8805,4659,72,25,190,-23,41,3,6,2,18,0,0,1,0,0.455555555555556,0.0333333333333333,0.0666666666666667,0.0408163265306122,0.36734693877551,0,0,0.04,0
168,38335,17836,90,89,431,34161,16523,92,89,393,29758,15432,76,72,390,-2,91,0,0,2,76,0,85,0,20,1.02247191011236,0,0,0.0224719101123595,0.853932584269663,0,1.18055555555556,0,0.277777777777778
169,7834,3466,19,19,141,10782,5778,90,37,155,17205,9274,85,81,230,-71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,43188,22794,47,47,653,30728,15118,96,33,490,89924,46353,82,82,816,-49,55,0,12,1,21,0,111,0,33,1.17021276595745,0,0.25531914893617,0.0303030303030303,0.636363636363636,0,1.35365853658537,0,0.402439024390244
171,111323,45046,90,89,1062,45225,21202,95,60,648,32681,12910,83,32,292,-5,613,1,532,149,1367,10,1312,0,83,6.8876404494382,0.0112359550561798,5.97752808988764,2.48333333333333,22.7833333333333,0.166666666666667,41,0,2.59375
172,64343,29788,90,87,755,64216,28871,95,92,771,120796,45815,86,86,592,-5,1251,6,199,226,1253,43,5199,5,195,14.3793103448276,0.0689655172413793,2.28735632183908,2.45652173913043,13.6195652173913,0.467391304347826,60.453488372093,0.0581395348837209,2.26744186046512
173,21518,13109,90,87,509,18696,12728,95,85,488,9250,6484,84,48,304,-5,355,19,14,7,105,25,17,0,4,4.08045977011494,0.218390804597701,0.160919540229885,0.0823529411764706,1.23529411764706,0.294117647058824,0.354166666666667,0,0.0833333333333333
174,54847,19608,90,85,509,20073,10699,99,97,601,45753,19197,83,83,598,-9,543,3,285,49,285,0,1392,12,73,6.38823529411765,0.0352941176470588,3.35294117647059,0.505154639175258,2.93814432989691,0,16.7710843373494,0.144578313253012,0.879518072289157
175,13196,5817,89,66,220,18747,9690,98,84,267,10763,5363,80,55,194,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,48577,38674,91,91,1428,55267,43254,62,62,1826,74284,59726,86,86,2207,29,1286,2,8,4,1161,1,1343,0,22,14.1318681318681,0.021978021978022,0.0879120879120879,0.0645161290322581,18.7258064516129,0.0161290322580645,15.6162790697674,0,0.255813953488372
177,67084,31259,91,89,665,63242,29376,91,72,527,23911,14179,81,75,386,0,139,2,18,12,55,0,15,0,54,1.56179775280899,0.0224719101123595,0.202247191011236,0.166666666666667,0.763888888888889,0,0.2,0,0.72
178,30184,22141,60,60,704,89029,59070,90,89,1062,128291,50071,64,63,884,-30,167,2,98,235,1266,2,955,7,151,2.78333333333333,0.0333333333333333,1.63333333333333,2.64044943820225,14.2247191011236,0.0224719101123595,15.1587301587302,0.111111111111111,2.3968253968254
179,14497,7278,90,72,213,8552,4209,67,36,155,12566,5845,81,28,207,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,60900,30506,90,90,559,39129,18743,94,67,432,5540,3298,80,77,174,-4,401,0,4,1,368,0,55,0,14,4.45555555555556,0,0.0444444444444444,0.0149253731343284,5.49253731343284,0,0.714285714285714,0,0.181818181818182
182,1966,1113,5,5,62,94499,28310,92,59,469,13170,6533,84,20,150,0,2,1,0,134,689,9,97,1,43,0.4,0.2,0,2.27118644067797,11.6779661016949,0.152542372881356,4.85,0.05,2.15
183,13884,7875,90,73,477,14946,7431,122,79,588,10121,4718,76,64,289,-32,76,3,90,142,152,7,113,1,105,1.04109589041096,0.0410958904109589,1.23287671232877,1.79746835443038,1.92405063291139,0.0886075949367089,1.765625,0.015625,1.640625
184,127679,68990,91,91,2101,218569,103064,66,66,1756,85210,52291,81,81,1262,25,1542,54,469,504,4672,3,3803,16,334,16.9450549450549,0.593406593406593,5.15384615384615,7.63636363636364,70.7878787878788,0.0454545454545455,46.9506172839506,0.197530864197531,4.12345679012346
185,37424,14453,90,89,709,7617,4153,101,90,260,23718,9058,79,79,566,-11,19,1,7,13,9,0,51,1,118,0.213483146067416,0.0112359550561798,0.0786516853932584,0.144444444444444,0.1,0,0.645569620253165,0.0126582278481013,1.49367088607595
186,20893,9409,90,89,354,6114,3447,92,79,170,10684,5330,82,75,282,-2,13,0,3,0,1,0,17,0,1,0.146067415730337,0,0.0337078651685393,0,0.0126582278481013,0,0.226666666666667,0,0.0133333333333333
187,32784,18729,91,91,560,22508,14489,91,89,461,24018,15483,83,83,512,0,60,34,117,55,143,29,373,39,175,0.659340659340659,0.373626373626374,1.28571428571429,0.617977528089888,1.60674157303371,0.325842696629214,4.49397590361446,0.469879518072289,2.10843373493976
188,25062,12870,46,46,492,2130,1306,102,14,101,5054,2628,18,14,175,-56,115,0,1,0,16,0,66,0,0,2.5,0,0.0217391304347826,0,1.14285714285714,0,4.71428571428571,0,0
189,93909,69352,55,55,273,1491,1451,91,3,9,184,59,86,2,18,0,274,0,418,0,101,0,4,0,0,4.98181818181818,0,7.6,0,33.6666666666667,0,2,0,0
190,88515,35407,52,52,488,44908,20610,97,63,313,35399,23599,83,27,330,-45,3,0,2,0,4,0,7,0,0,0.0576923076923077,0,0.0384615384615385,0,0.0634920634920635,0,0.259259259259259,0,0
191,59813,23714,71,36,742,69284,30825,91,47,657,30962,19886,84,84,434,-20,1032,11,297,242,2200,0,425,0,7,28.6666666666667,0.305555555555556,8.25,5.14893617021277,46.8085106382979,0,5.05952380952381,0,0.0833333333333333
192,29310,21662,34,34,476,16679,15340,29,16,225,7,6,1,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,6211,4909,44,22,259,15586,11654,89,45,250,6372,3067,75,35,123,-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,59329,37769,71,58,789,87377,46198,93,76,953,69555,33786,77,61,733,-22,9,0,6,17,47,0,30,0,10,0.155172413793103,0,0.103448275862069,0.223684210526316,0.618421052631579,0,0.491803278688525,0,0.163934426229508
195,4826,2608,39,15,194,4258,2453,96,19,187,6212,2855,81,12,196,-57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,6096,3405,26,24,258,8374,5093,90,50,296,1634,1138,82,59,131,-64,19,0,0,2,30,0,1,0,3,0.791666666666667,0,0,0.04,0.6,0,0.0169491525423729,0,0.0508474576271186
197,40593,18368,35,35,604,50043,24107,92,62,655,54768,24837,76,50,523,-57,17,0,3,7,22,3,15,1,6,0.485714285714286,0,0.0857142857142857,0.112903225806452,0.354838709677419,0.0483870967741935,0.3,0.02,0.12
198,35220,17711,91,91,981,17354,7356,73,55,381,17370,8925,77,77,408,18,72,0,192,98,30,1,43,0,78,0.791208791208791,0,2.10989010989011,1.78181818181818,0.545454545454545,0.0181818181818182,0.558441558441558,0,1.01298701298701
199,60583,30313,90,90,1043,32228,15450,64,62,635,7572,3961,83,79,163,26,1827,55,261,153,1468,2,125,5,85,20.3,0.611111111111111,2.9,2.46774193548387,23.6774193548387,0.032258064516129,1.58227848101266,0.0632911392405063,1.07594936708861
201,44731,23154,57,55,533,15945,9869,94,26,336,57931,27578,83,67,583,-37,159,0,75,40,720,0,1030,3,72,2.89090909090909,0,1.36363636363636,1.53846153846154,27.6923076923077,0,15.3731343283582,0.0447761194029851,1.07462686567164
202,21406,11670,32,32,408,12028,7802,98,86,244,8541,4908,81,64,158,-66,7,1,5,2,4,0,2,0,3,0.21875,0.03125,0.15625,0.0232558139534884,0.0465116279069767,0,0.03125,0,0.046875
204,32104,11972,90,75,221,6253,3481,89,53,101,551,396,79,22,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,292,290,1,1,13,28479,18291,98,65,740,10396,6791,69,38,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,26060,14999,91,91,616,10559,6231,49,32,339,27646,16340,82,80,624,42,21,0,2,0,10,0,142,0,4,0.230769230769231,0,0.021978021978022,0,0.3125,0,1.775,0,0.05
207,46070,18341,90,90,759,19425,6085,96,93,364,45921,14463,82,82,719,-6,43,11,16,7,22,1,62,2,24,0.477777777777778,0.122222222222222,0.177777777777778,0.0752688172043011,0.236559139784946,0.010752688172043,0.75609756097561,0.024390243902439,0.292682926829268
208,10698,5021,82,20,232,48001,25043,90,75,863,5755,2968,88,37,324,-8,73,0,20,41,117,2,5,0,0,3.65,0,1,0.546666666666667,1.56,0.0266666666666667,0.135135135135135,0,0
209,52989,26730,56,56,932,78104,42317,104,91,1683,55780,28515,84,82,1042,-48,10,0,342,612,13,2,20,0,343,0.178571428571429,0,6.10714285714286,6.72527472527473,0.142857142857143,0.021978021978022,0.24390243902439,0,4.18292682926829
210,10440,6254,90,65,293,10590,5392,95,82,332,11909,6315,86,33,396,-5,9,0,3,3,17,0,8,0,2,0.138461538461538,0,0.0461538461538462,0.0365853658536585,0.207317073170732,0,0.242424242424242,0,0.0606060606060606
211,26531,12863,91,85,528,19202,9640,115,85,504,15308,7826,65,61,276,-24,15,0,2,0,3,0,3,0,0,0.176470588235294,0,0.0235294117647059,0,0.0352941176470588,0,0.0491803278688525,0,0
212,4713,2124,25,25,54,43431,18708,96,87,262,7226,3579,79,39,204,-71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,14075,6518,22,22,329,10935,5629,91,22,261,24410,10902,82,51,414,-69,1,0,2,1,0,0,13,0,1,0.0454545454545455,0,0.0909090909090909,0.0454545454545455,0,0,0.254901960784314,0,0.0196078431372549
214,38127,18001,90,90,618,33761,19448,64,64,366,30571,14801,82,82,474,26,535,9,18,3,6,0,19,5,6,5.94444444444444,0.1,0.2,0.046875,0.09375,0,0.231707317073171,0.0609756097560976,0.0731707317073171
215,28357,11569,24,24,362,52936,23202,110,82,510,1005,289,83,39,36,-86,0,0,1,5,5,0,2,0,0,0,0,0.0416666666666667,0.0609756097560976,0.0609756097560976,0,0.0512820512820513,0,0
216,17599,10308,22,22,306,1003,583,96,3,60,21431,10361,83,20,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,7503,4571,41,29,183,125,93,1,1,16,3158,1671,63,18,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,2722,1531,13,7,87,17134,11569,105,43,287,1491,693,54,3,27,-92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,91825,40281,89,61,844,95158,41046,99,53,761,14987,4668,78,7,234,-10,632,0,179,292,1439,0,160,0,46,10.3606557377049,0,2.9344262295082,5.50943396226415,27.1509433962264,0,22.8571428571429,0,6.57142857142857
221,5694,4407,78,33,188,1832,1201,91,21,100,268,162,79,12,19,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,52724,12089,91,89,394,27768,13136,95,95,313,46681,9271,91,70,317,-4,385,9,14,29,251,10,14,0,18,4.32584269662921,0.101123595505618,0.157303370786517,0.305263157894737,2.64210526315789,0.105263157894737,0.2,0,0.257142857142857
223,127441,77641,92,92,842,97807,53275,83,68,851,7,1,1,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,22203,17026,92,91,508,22904,17954,106,102,361,37896,19320,81,64,577,-14,26,1,6,1,12,0,20,2,7,0.285714285714286,0.010989010989011,0.0659340659340659,0.00980392156862745,0.117647058823529,0,0.3125,0.03125,0.109375
226,28667,16826,89,61,542,90274,48835,95,92,820,73354,40221,82,82,724,-6,96,3,97,809,573,6,384,1,374,1.57377049180328,0.0491803278688525,1.59016393442623,8.79347826086956,6.22826086956522,0.0652173913043478,4.68292682926829,0.0121951219512195,4.5609756097561
227,13159,5440,31,26,273,31128,13817,96,44,360,23882,13374,80,64,260,-65,2,0,0,1,5,0,18,0,1,0.0769230769230769,0,0,0.0227272727272727,0.113636363636364,0,0.28125,0,0.015625
228,11688,5573,61,34,141,4880,2059,108,33,106,1772,822,70,16,62,-47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,2830,1765,86,22,124,19283,14620,68,68,488,17159,12622,81,81,400,18,10,0,0,5,45,6,58,1,3,0.454545454545455,0,0,0.0735294117647059,0.661764705882353,0.0882352941176471,0.716049382716049,0.0123456790123457,0.037037037037037
231,213262,62190,90,90,819,41498,24974,95,89,910,35254,20988,83,83,781,-5,1180,35,1252,102,891,16,397,2,59,13.1111111111111,0.388888888888889,13.9111111111111,1.14606741573034,10.0112359550562,0.179775280898876,4.78313253012048,0.0240963855421687,0.710843373493976
232,28631,7392,88,65,80,35561,11403,94,34,242,66341,14133,82,76,182,-6,10,0,0,45,980,0,314,0,15,0.153846153846154,0,0,1.32352941176471,28.8235294117647,0,4.13157894736842,0,0.197368421052632
233,13069,6701,89,80,441,3722,2252,89,53,195,5970,2854,83,64,309,0,24,0,4,2,2,0,29,5,4,0.3,0,0.05,0.0377358490566038,0.0377358490566038,0,0.453125,0.078125,0.0625
234,133462,60083,90,88,1455,9472,5361,95,44,312,40537,20453,84,82,888,-5,1358,28,940,31,16,0,56,1,97,15.4318181818182,0.318181818181818,10.6818181818182,0.704545454545455,0.363636363636364,0,0.682926829268293,0.0121951219512195,1.18292682926829
235,34506,9517,83,68,434,7653,5084,102,69,217,9461,6204,86,72,288,-19,27,0,3,3,7,0,6,0,14,0.397058823529412,0,0.0441176470588235,0.0434782608695652,0.101449275362319,0,0.0833333333333333,0,0.194444444444444
236,19922,9633,87,73,257,16475,7664,88,47,213,9096,3885,49,26,150,-1,12,0,2,0,6,0,3,0,2,0.164383561643836,0,0.0273972602739726,0,0.127659574468085,0,0.115384615384615,0,0.0769230769230769
237,42763,23254,91,91,234,16906,13445,107,68,427,8050,6840,79,32,288,-16,339,0,0,4,114,1,112,0,0,3.72527472527473,0,0,0.0588235294117647,1.67647058823529,0.0147058823529412,3.5,0,0
238,40058,22522,40,40,924,37831,23793,94,83,1037,5352,2589,81,20,183,-54,344,0,71,37,340,11,12,0,1,8.6,0,1.775,0.44578313253012,4.09638554216868,0.132530120481928,0.6,0,0.05
239,167845,56156,90,90,1014,111490,48004,64,64,810,41561,28958,57,52,470,26,1308,5,941,669,2541,1,127,0,22,14.5333333333333,0.0555555555555556,10.4555555555556,10.453125,39.703125,0.015625,2.44230769230769,0,0.423076923076923
240,28365,15975,44,44,698,37008,22218,62,62,546,1893,889,91,24,76,-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,27854,9301,25,17,564,29689,11667,91,22,641,27290,10662,82,26,529,-66,19,0,2,4,20,0,15,0,5,1.11764705882353,0,0.117647058823529,0.181818181818182,0.909090909090909,0,0.576923076923077,0,0.192307692307692
242,69026,34623,90,87,1166,20424,8844,92,28,339,14774,5388,81,61,348,-2,41,4,59,1,4,0,15,1,29,0.471264367816092,0.0459770114942529,0.67816091954023,0.0357142857142857,0.142857142857143,0,0.245901639344262,0.0163934426229508,0.475409836065574
243,13356,7014,42,40,667,19576,10820,92,90,672,8777,4058,82,38,433,-50,16,0,1,2,12,0,1,0,0,0.4,0,0.025,0.0222222222222222,0.133333333333333,0,0.0263157894736842,0,0
244,15220,11656,25,25,365,25992,18598,102,89,483,29157,20473,77,77,613,-77,1,0,3,13,19,0,23,1,8,0.04,0,0.12,0.146067415730337,0.213483146067416,0,0.298701298701299,0.012987012987013,0.103896103896104
245,11498,5090,39,18,170,48415,19934,68,65,389,59327,25150,83,83,559,-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,34672,18175,92,55,544,155,118,102,10,27,157,157,84,6,26,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,10888,7461,90,72,181,19416,12446,103,91,333,1549,734,84,73,92,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,108854,33515,91,86,336,1882,980,115,21,100,1199,641,76,37,110,-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,6204,2727,5,5,166,254,119,1,1,24,32432,20515,83,61,681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,112321,64032,90,62,528,110639,62594,95,59,494,107856,69147,81,66,487,-5,15,0,44,48,16,5,13,0,15,0.241935483870968,0,0.709677419354839,0.813559322033898,0.271186440677966,0.0847457627118644,0.196969696969697,0,0.227272727272727
251,66953,58181,92,92,1301,54339,48868,104,104,1481,12637,11715,29,29,566,-12,211,2,176,80,335,18,260,1,25,2.29347826086957,0.0217391304347826,1.91304347826087,0.769230769230769,3.22115384615385,0.173076923076923,8.96551724137931,0.0344827586206897,0.862068965517241
252,61706,11763,91,78,579,57260,10034,112,84,593,85439,10667,73,66,404,-21,4003,1,9,8,2429,1,2956,2,26,51.3205128205128,0.0128205128205128,0.115384615384615,0.0952380952380952,28.9166666666667,0.0119047619047619,44.7878787878788,0.0303030303030303,0.393939393939394
253,37268,18508,90,78,765,22136,10567,63,51,468,33228,16902,80,73,591,27,576,6,38,2,272,0,189,0,20,7.38461538461539,0.0769230769230769,0.487179487179487,0.0392156862745098,5.33333333333333,0,2.58904109589041,0,0.273972602739726
254,6664,1415,40,31,106,10751,4451,92,74,241,4305,1940,83,57,108,-52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,62560,31682,52,52,814,106307,53120,96,91,1138,19708,9806,90,19,378,-44,142,3,13,27,180,2,24,0,12,2.73076923076923,0.0576923076923077,0.25,0.296703296703297,1.97802197802198,0.021978021978022,1.26315789473684,0,0.631578947368421
256,7055,2866,27,27,149,19674,9895,92,92,208,9098,4783,83,83,130,-65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,40771,19318,90,79,332,43208,22663,95,89,381,20651,10045,80,69,266,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,16952,11476,91,91,362,25573,14690,92,89,550,13710,11559,86,58,403,-1,1,0,0,2,18,0,3,0,4,0.010989010989011,0,0,0.0224719101123595,0.202247191011236,0,0.0517241379310345,0,0.0689655172413793
259,5332,1741,86,21,86,20337,6625,92,53,148,27,23,30,3,8,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,9045,4325,91,58,268,3395,2057,95,16,179,29153,12776,83,74,507,-4,76,0,5,3,81,1,252,2,11,1.31034482758621,0,0.0862068965517241,0.1875,5.0625,0.0625,3.40540540540541,0.027027027027027,0.148648648648649
261,26532,13694,46,40,393,18043,9221,92,18,331,5562,2604,82,40,141,-46,64,0,2,5,12,0,12,0,2,1.6,0,0.05,0.277777777777778,0.666666666666667,0,0.3,0,0.05
263,19283,14452,92,74,264,21478,17362,94,93,367,29622,24441,83,82,364,-2,159,0,45,48,795,0,582,6,31,2.14864864864865,0,0.608108108108108,0.516129032258065,8.54838709677419,0,7.09756097560976,0.0731707317073171,0.378048780487805
264,20975,11022,51,50,337,24429,13562,98,72,360,24163,13586,96,72,404,-47,22,0,1,7,31,1,25,0,5,0.44,0,0.02,0.0972222222222222,0.430555555555556,0.0138888888888889,0.347222222222222,0,0.0694444444444444
265,75249,57424,92,92,1455,74293,39763,95,95,1090,81673,55613,83,83,1182,-3,103,0,22,8,138,5,913,6,35,1.1195652173913,0,0.239130434782609,0.0842105263157895,1.45263157894737,0.0526315789473684,11,0.072289156626506,0.421686746987952
266,7545,5527,64,48,200,64,5,1,1,3,125,84,70,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,172388,28799,90,87,538,35046,16977,92,61,482,36020,15552,85,54,619,-2,81,0,50,12,110,5,151,0,11,0.931034482758621,0,0.574712643678161,0.19672131147541,1.80327868852459,0.0819672131147541,2.7962962962963,0,0.203703703703704
268,15527,6970,62,58,179,26281,10606,90,79,231,30272,11946,79,68,198,-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,24101,10092,90,81,246,8154,4356,90,40,227,11264,6019,75,37,250,0,1,0,0,0,14,0,13,0,6,0.0123456790123457,0,0,0,0.35,0,0.351351351351351,0,0.162162162162162
270,40855,10935,90,80,619,14637,7235,93,71,317,4222,1650,81,63,192,-3,19,2,95,3,1,1,14,0,2,0.2375,0.025,1.1875,0.0422535211267606,0.0140845070422535,0.0140845070422535,0.222222222222222,0,0.0317460317460317
