"person_id","visits_raw_w1","visits_u_w1","day_range_w1","active_days_w1","count_domains_w1","visits_raw_w2","visits_u_w2","day_range_w2","active_days_w2","count_domains_w2","visits_raw_w3","visits_u_w3","day_range_w3","active_days_w3","count_domains_w3","diff_day_range_w1_w2","domain_right_w1","domain_center_w1","domain_left_w1","domain_left_w2","domain_right_w2","domain_center_w2","domain_right_w3","domain_center_w3","domain_left_w3","domain_right_mean_w1","domain_center_mean_w1","domain_left_mean_w1","domain_left_mean_w2","domain_right_mean_w2","domain_center_mean_w2","domain_right_mean_w3","domain_center_mean_w3","domain_left_mean_w3"
832,33261,17256,66,60,451,26902,14406,92,43,245,45700,19885,85,84,378,-26,166,0,174,5,88,0,66,5,18,2.76666666666667,0,2.9,0.116279069767442,2.04651162790698,0,0.785714285714286,0.0595238095238095,0.214285714285714
833,4218,1740,91,91,259,5239,3529,116,29,457,1354,743,29,17,215,-25,116,0,9,4,91,0,32,0,3,1.27472527472527,0,0.0989010989010989,0.137931034482759,3.13793103448276,0,1.88235294117647,0,0.176470588235294
834,33610,18015,35,30,815,95838,52878,111,73,1598,61066,32596,72,62,1149,-76,854,1,44,487,1294,2,1457,6,84,28.4666666666667,0.0333333333333333,1.46666666666667,6.67123287671233,17.7260273972603,0.0273972602739726,23.5,0.0967741935483871,1.35483870967742
835,18768,11214,24,17,633,39382,24411,98,47,970,27848,17057,80,79,897,-74,169,3,30,172,893,4,518,4,94,9.94117647058824,0.176470588235294,1.76470588235294,3.65957446808511,19,0.0851063829787234,6.55696202531646,0.0506329113924051,1.18987341772152
836,350853,99167,91,91,985,318980,152314,119,119,1368,2377,452,2,2,56,-28,101,0,2,9,68,0,4,0,0,1.10989010989011,0,0.021978021978022,0.0756302521008403,0.571428571428571,0,2,0,0
837,36949,21241,91,91,818,12792,10859,104,24,232,80907,37633,84,84,716,-13,21,0,5,4,1,0,20,0,3,0.230769230769231,0,0.0549450549450549,0.166666666666667,0.0416666666666667,0,0.238095238095238,0,0.0357142857142857
838,3247,2603,91,75,296,31209,20620,94,83,1010,11462,6001,77,33,356,-3,3,0,1,12,37,0,0,1,1,0.04,0,0.0133333333333333,0.144578313253012,0.44578313253012,0,0,0.0303030303030303,0.0303030303030303
840,45949,26554,91,90,130,38338,22223,99,92,179,47722,29953,90,90,251,-8,27,0,0,3,0,0,20,0,0,0.3,0,0,0.0326086956521739,0,0,0.222222222222222,0,0
841,29222,10880,91,21,197,29173,16949,93,26,218,18898,7752,83,24,218,-2,3,0,1,0,5,0,10,0,0,0.142857142857143,0,0.0476190476190476,0,0.192307692307692,0,0.416666666666667,0,0
842,179982,21926,89,85,522,28606,14271,92,86,717,51359,27001,76,64,914,-3,82,0,0,5,77,0,111,0,11,0.964705882352941,0,0,0.0581395348837209,0.895348837209302,0,1.734375,0,0.171875
843,42943,16741,91,81,755,40182,19672,92,83,722,61285,30093,83,80,747,-1,445,7,59,57,396,7,356,4,54,5.49382716049383,0.0864197530864197,0.728395061728395,0.686746987951807,4.7710843373494,0.0843373493975904,4.45,0.05,0.675
844,61966,27220,76,76,393,61853,26987,90,87,390,27154,12294,82,41,302,-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845,34238,14702,65,38,748,25595,13561,95,40,964,18405,10416,83,28,807,-30,12,0,6,5,1,0,0,0,5,0.315789473684211,0,0.157894736842105,0.125,0.025,0,0,0,0.178571428571429
846,15733,11392,90,89,420,20223,11985,95,56,423,16066,9958,83,73,363,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
847,4218,2536,92,90,166,3547,2040,93,85,169,6868,3984,84,84,281,-1,20,0,3,3,19,0,70,0,6,0.222222222222222,0,0.0333333333333333,0.0352941176470588,0.223529411764706,0,0.833333333333333,0,0.0714285714285714
848,50633,21352,91,91,457,15663,8945,93,79,333,70372,22201,82,82,286,-2,430,12,0,14,522,30,192,0,8,4.72527472527473,0.131868131868132,0,0.177215189873418,6.60759493670886,0.379746835443038,2.34146341463415,0,0.0975609756097561
849,1701,875,60,26,40,981,493,89,20,65,2701,1358,80,44,102,-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,4189,2556,86,55,203,14805,6954,101,59,198,1907,1082,32,12,59,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851,13436,6839,29,28,271,12994,6498,96,26,319,15069,7794,80,32,432,-67,2,0,3,0,6,0,7,0,18,0.0714285714285714,0,0.107142857142857,0,0.230769230769231,0,0.21875,0,0.5625
852,80898,38713,87,87,1084,23935,12289,91,91,631,54683,29559,85,85,999,-4,111,3,1087,599,151,4,201,10,1535,1.27586206896552,0.0344827586206897,12.4942528735632,6.58241758241758,1.65934065934066,0.043956043956044,2.36470588235294,0.117647058823529,18.0588235294118
853,11953,10725,24,22,242,7231,6256,103,9,107,4750,4390,64,9,107,-79,23,0,2,0,347,1,57,0,30,1.04545454545455,0,0.0909090909090909,0,38.5555555555556,0.111111111111111,6.33333333333333,0,3.33333333333333
854,108332,26617,91,84,228,4514,2013,92,12,135,12688,5370,9,9,123,-1,506,0,497,13,60,0,602,0,29,6.02380952380952,0,5.91666666666667,1.08333333333333,5,0,66.8888888888889,0,3.22222222222222
855,5807,3186,33,31,166,11365,6303,90,62,374,8723,6997,83,55,414,-57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856,24158,19448,39,39,557,88387,42248,109,76,956,12166,11071,21,21,391,-70,93,1,28,51,558,0,11,0,10,2.38461538461538,0.0256410256410256,0.717948717948718,0.671052631578947,7.34210526315789,0,0.523809523809524,0,0.476190476190476
857,65014,46763,91,91,380,85864,57879,92,72,512,57820,36886,87,86,456,-1,16,0,25,32,352,0,653,5,9,0.175824175824176,0,0.274725274725275,0.444444444444444,4.88888888888889,0,7.59302325581395,0.0581395348837209,0.104651162790698
858,22396,11238,35,35,510,36746,19519,114,92,638,11077,5741,66,55,358,-79,68,0,28,28,86,0,31,0,12,1.94285714285714,0,0.8,0.304347826086957,0.934782608695652,0,0.563636363636364,0,0.218181818181818
859,37698,8736,90,40,179,47586,13462,92,92,375,18829,8559,75,75,236,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
861,30142,13629,90,70,396,68329,31104,91,86,598,42731,20426,76,68,462,-1,20,0,1,3,25,0,10,0,15,0.285714285714286,0,0.0142857142857143,0.0348837209302326,0.290697674418605,0,0.147058823529412,0,0.220588235294118
862,69900,39552,90,90,1039,37305,21898,71,71,728,34566,22019,84,80,939,19,61,0,25,15,30,0,70,2,11,0.677777777777778,0,0.277777777777778,0.211267605633803,0.422535211267606,0,0.875,0.025,0.1375
863,18285,9546,89,86,374,9382,4991,63,43,280,19999,8966,82,81,284,26,17,2,7,1,3,1,10,2,15,0.197674418604651,0.0232558139534884,0.0813953488372093,0.0232558139534884,0.0697674418604651,0.0232558139534884,0.123456790123457,0.0246913580246914,0.185185185185185
864,138822,47239,48,47,1339,415569,115573,91,91,2100,70663,21496,77,16,838,-43,126,0,24,120,201,7,159,1,18,2.68085106382979,0,0.51063829787234,1.31868131868132,2.20879120879121,0.0769230769230769,9.9375,0.0625,1.125
865,15012,7891,89,89,237,1929,983,90,7,67,14258,7007,85,81,236,-1,16,0,0,0,1,0,2,10,3,0.179775280898876,0,0,0,0.142857142857143,0,0.0246913580246914,0.123456790123457,0.037037037037037
866,29917,12978,89,89,501,53734,25886,92,68,824,10926,5278,83,83,239,-3,2,0,0,9,65,0,3,0,0,0.0224719101123595,0,0,0.132352941176471,0.955882352941177,0,0.036144578313253,0,0
867,112098,45556,89,86,1325,77903,39513,103,89,1072,80604,34885,76,71,992,-14,816,24,476,323,2302,1,2729,3,139,9.48837209302326,0.27906976744186,5.53488372093023,3.62921348314607,25.8651685393258,0.0112359550561798,38.4366197183099,0.0422535211267606,1.95774647887324
868,55345,40025,92,92,682,75850,44721,78,71,698,31,9,1,1,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2032,22743,11417,91,90,428,8473,4428,104,45,272,11,7,1,1,4,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,14778,6792,30,29,220,96,76,1,1,15,32440,11701,221,60,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2096,21363,10234,91,43,335,151,132,61,3,20,3188,2327,146,13,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
