person_id,raw_visits_w0,visits_u_w0,raw_visits_w1,visits_u_w1,day_range_w1,active_days_w1,count_domains_w1,raw_visits_w2,visits_u_w2,day_range_w2,active_days_w2,count_domains_w2,raw_visits_w3,visits_u_w3,day_range_w3,active_days_w3,count_domains_w3,raw_visits_w4,visits_u_w4,diff_day_range_w1_w2
20,0,0,77199,35430,90,87,641,905,708,39,4,61,18241,11176,74,59,475,3141,1775,
21,0,0,56919,30816,91,91,768,40131,22405,104,89,640,68208,37960,75,74,785,8360,4531,-13
22,0,0,28668,16722,91,85,891,13391,7466,99,31,433,72035,24467,81,81,1047,3550,2054,-8
23,663,309,3664,1636,92,92,144,3656,1810,99,97,167,4501,1999,81,81,168,619,308,-7
24,0,0,8836,4602,91,89,161,25275,14394,104,83,302,29962,20448,75,75,266,6,2,-13
25,0,0,28069,14464,91,90,392,66275,31667,92,92,507,19499,10024,79,77,289,18,13,-1
26,0,0,72490,46979,88,88,627,16366,11372,96,29,306,65730,38827,82,82,563,5369,3056,-8
27,0,0,69510,36514,91,91,605,54714,21896,96,81,512,65868,25668,83,81,563,442,185,-5
28,0,0,13665,8835,90,89,285,103795,56743,96,91,837,40807,22839,94,35,512,8388,5009,-6
29,0,0,17661,7365,90,41,190,8063,3788,64,47,153,1176,497,63,12,42,91,59,26
30,0,0,23007,10967,90,88,328,7668,4019,103,50,157,41578,20343,74,52,489,11453,5252,-13
31,0,0,6672,3938,90,73,189,10102,5930,90,81,348,13702,6942,82,80,355,1572,668,0
32,0,0,13106,8324,91,74,341,15931,8495,70,58,321,9582,5173,75,41,180,3574,2164,21
33,0,0,15486,9851,82,28,375,8860,5243,103,15,274,36673,20710,73,54,786,3815,2077,-21
34,0,0,22650,12891,91,91,414,3410,1730,95,15,83,30858,10741,108,93,213,246,97,-4
35,0,0,22609,8682,55,55,292,21037,8476,92,32,341,21328,13178,88,81,376,35,30,-37
36,0,0,19640,10437,16,16,592,15670,9335,90,60,562,119796,63535,80,80,1515,1729,1088,-74
37,0,0,22547,10748,43,43,368,9848,4301,91,91,171,1759,736,82,80,51,5881,2296,-48
38,0,0,13094,8196,90,51,500,7402,3740,85,21,216,11076,3828,78,16,254,3873,1940,5
39,0,0,0,0,0,0,0,12845,9211,93,27,455,14210,10307,66,31,351,21,13,
40,0,0,30991,16410,90,52,419,8830,2205,91,33,42,6595,3323,80,25,125,2832,1794,-1
41,0,0,192530,129255,91,91,901,158314,111610,94,92,1026,175905,108765,81,81,815,845,505,-3
42,0,0,8742,2993,87,60,165,4333,1329,92,12,115,15227,6521,50,21,221,7417,2472,-5
43,0,0,6744,4292,90,63,231,4562,2570,107,72,145,6508,3686,70,47,164,534,353,-17
44,0,0,18003,8855,33,33,234,44882,20329,112,93,363,811,379,79,3,50,555,344,-79
45,0,0,33150,10840,28,21,276,44264,11557,95,22,256,74207,33884,83,71,501,5,3,-67
46,0,0,116358,51109,91,91,753,110464,47147,110,92,708,112522,44042,71,71,653,1900,612,-19
47,0,0,10363,5966,26,26,312,37647,19875,96,87,620,5276,3314,26,25,162,2697,1481,-70
48,0,0,994,416,90,44,63,5188,1819,111,17,131,1073,534,73,3,52,192,128,-21
49,0,0,5303,2726,71,26,202,10246,5094,92,36,307,998,219,66,9,26,1,1,-21
50,0,0,8865,3711,91,75,221,31367,14302,94,92,439,39432,15082,80,80,464,2407,1029,-3
51,0,0,0,0,0,0,0,51002,25886,91,82,500,19519,10721,84,75,327,2627,1379,
52,0,0,10503,5568,30,30,270,6055,4228,108,14,120,2587,1807,72,7,59,2230,1609,-78
53,0,0,122364,68471,90,90,880,50736,29956,104,68,434,107061,57335,77,77,590,12448,6688,-14
54,0,0,1183,1121,29,3,86,5043,4236,97,21,148,12651,10171,80,80,287,794,686,
55,0,0,83601,43858,56,56,1660,117788,61137,95,75,1761,25241,12209,85,16,499,8734,5112,-39
56,0,0,0,0,0,0,0,12049,7224,91,91,361,12010,6772,88,83,350,1775,1098,
57,12364,11140,75755,39627,86,86,1639,66639,47741,95,95,1519,45827,38364,89,89,1438,73,65,-9
58,0,0,32111,15953,86,79,396,33091,14904,90,60,338,32185,15494,83,70,357,237,135,-4
59,7,6,14376,7089,76,43,507,1597,954,92,9,125,1052,810,84,19,106,58,41,-16
60,0,0,24762,12574,90,84,383,40669,23282,96,76,508,8253,4774,83,40,177,19,14,-6
61,0,0,10841,6491,86,57,492,1988,1317,90,8,122,26430,14919,82,73,690,239,111,-4
62,0,0,24147,12806,26,26,474,67410,33229,100,92,1538,42363,17941,80,62,718,1598,699,-74
63,0,0,37667,18107,66,55,535,49097,24516,97,60,587,11269,6830,91,60,286,68,25,-31
64,0,0,6884,2584,88,47,162,5910,2711,94,50,161,6624,2219,75,60,197,3,3,-6
65,0,0,15194,9953,91,91,335,75869,53058,96,92,660,64792,46143,84,84,640,265,211,-5
66,0,0,40080,22219,90,85,504,35984,22685,90,75,657,23341,16080,83,55,425,2016,1481,0
67,0,0,18498,10277,91,88,526,19622,10974,102,95,367,14650,6578,93,86,302,156,56,-11
68,0,0,83021,36037,90,90,785,65151,27831,98,92,686,55274,26140,80,80,617,6026,2444,-8
69,0,0,25224,12073,90,84,681,66742,34052,63,63,1034,22111,8120,84,83,395,3093,1496,27
70,0,0,28008,16466,91,77,647,11873,7467,77,47,337,6400,5001,73,34,266,14,6,14
71,0,0,33613,15612,90,66,547,7309,3324,99,19,185,22717,11010,78,48,383,5862,2858,-9
72,0,0,107108,49553,91,85,997,90822,42392,105,89,1177,23069,10769,76,24,355,199,97,-14
73,0,0,11316,5535,78,68,299,15555,9004,90,77,353,7890,4922,81,67,247,704,442,-12
74,0,0,53425,27315,91,91,913,57913,34067,93,92,1061,28817,16319,75,75,672,2455,1546,-2
75,0,0,63117,31233,91,83,790,22183,13175,104,57,485,5946,3726,79,12,243,8479,4593,-13
76,23682,22028,37848,36313,53,47,737,40926,36542,64,64,822,10,5,1,1,2,31033,24299,-11
77,0,0,6548,3807,91,40,237,6006,3066,93,37,193,12610,6930,82,64,197,1528,847,
78,0,0,46232,30952,91,89,1096,2328,1387,97,6,97,18288,11089,93,47,435,4216,2192,
79,0,0,63249,29492,90,90,589,29287,17411,87,67,538,31242,18960,83,82,409,4569,2573,3
80,0,0,24449,18203,87,87,495,156160,9044,91,58,386,3406,2746,90,11,160,74,45,-4
81,0,0,8548,3436,90,89,233,1417,805,95,11,68,20787,12439,82,82,525,700,470,-5
82,0,0,15685,7856,50,33,218,11130,5289,99,18,148,33092,15171,87,60,291,5330,2445,-49
83,0,0,14329,7149,90,90,193,18389,8992,92,92,223,3049,937,82,82,76,31,14,-2
84,0,0,74473,26585,91,64,1002,51776,22651,110,51,881,71944,27845,72,72,955,7057,3120,-19
85,0,0,12693,7508,91,60,335,14205,8505,94,81,302,32889,17001,83,74,435,2136,1194,-3
86,0,0,94169,42233,91,91,980,56034,32432,103,100,955,18480,11905,82,63,570,7468,3636,-12
87,0,0,62085,29199,91,87,926,27890,13431,90,88,507,2754,1334,82,46,104,60,41,1
88,0,0,103113,45283,91,88,842,420,205,1,1,29,13809,3583,43,43,565,28,20,
89,0,0,45009,20146,30,30,660,14852,7520,95,15,353,26650,11730,82,22,430,7067,3357,-65
90,372,232,26231,13866,91,91,798,26059,14604,95,92,848,6268,3968,81,47,269,26,26,-4
91,0,0,39673,15175,91,91,274,34312,15117,95,92,284,21914,10676,83,82,220,1731,1032,-4
92,0,0,27892,14950,88,88,546,16122,10666,92,42,412,26686,13961,84,59,561,18581,9567,-4
93,176567,112422,84922,53334,91,91,736,7665,5938,15,15,245,7,5,1,1,4,0,0,76
94,0,0,11109,6155,91,68,325,17197,9777,92,73,502,15469,9075,82,78,408,1232,745,-1
95,0,0,0,0,0,0,0,6847,2619,27,24,272,1233,396,76,8,63,2988,1266,
96,0,0,25166,12131,90,80,557,32893,14664,96,68,661,14782,7123,83,48,375,2184,1035,-6
97,0,0,30722,13921,90,90,374,35212,10533,102,92,172,59438,9844,76,72,274,871,228,-12
98,0,0,36200,18568,90,87,984,33311,17083,95,80,828,32167,13886,82,74,686,850,273,-5
99,0,0,2599,1516,15,11,145,17690,9194,129,68,325,22239,11229,77,68,416,38102,16873,-114
100,0,0,16094,8854,52,52,391,18111,9408,104,55,562,7047,3460,79,32,192,380,172,-52
101,0,0,105626,43760,91,91,547,112681,43425,96,92,534,22193,12449,82,75,298,5,4,-5
102,0,0,48116,28090,66,62,800,16887,10708,94,21,516,19054,11165,82,19,536,7259,3935,-28
103,0,0,23948,15048,84,74,633,9531,5374,93,22,280,4854,2942,78,16,175,4026,2255,-9
104,0,0,25611,13284,89,74,410,21967,11619,95,84,384,16933,8346,84,74,318,3223,1777,-6
105,0,0,20334,10976,90,75,429,55006,26714,91,91,702,31308,17568,81,81,522,327,203,-1
106,0,0,61270,29777,90,90,1723,33349,20579,72,68,1135,42061,20455,77,76,1221,73,57,18
107,0,0,12847,7211,85,54,259,3511,2105,76,24,131,1269,613,59,18,46,3246,1993,9
108,0,0,26287,13387,90,84,510,25367,14735,104,91,488,14487,8558,79,62,357,238,145,-14
109,0,0,26488,14887,57,52,462,11073,6345,69,64,301,8895,3843,88,25,203,1912,923,-12
110,0,0,45293,23693,88,88,731,24957,16236,91,77,666,15613,9020,75,44,474,1394,973,-3
111,0,0,61731,24965,91,91,829,44733,18067,100,73,680,71568,26269,82,82,852,524,201,-9
112,0,0,25387,12058,87,56,438,29829,12333,94,59,466,8796,4787,81,33,298,5259,2209,-7
113,0,0,65042,29711,90,90,669,16980,9084,91,74,351,43593,25056,75,75,666,65,55,-1
114,0,0,41376,30615,34,33,595,35176,22292,96,23,593,1768,1386,82,20,127,7380,5563,-62
115,0,0,1842,936,77,19,116,1578,661,95,74,82,28995,15979,81,38,335,56,18,-18
116,0,0,14071,8995,90,88,870,17286,9502,95,87,875,6845,3748,86,67,440,961,647,-5
117,0,0,10019,6927,55,51,261,40267,20228,92,92,413,43460,21070,82,82,405,6275,3121,-37
118,0,0,23893,16484,64,56,565,14520,6244,98,8,326,43425,27608,84,43,622,6089,3705,-34
119,0,0,52528,20322,90,58,531,87451,28441,100,91,784,65442,21309,79,78,803,4946,2122,-10
120,0,0,8063,4500,90,71,389,6039,3275,102,71,254,8973,5193,88,73,199,2619,1575,-12
121,0,0,6286,2893,88,66,208,6577,3815,94,60,276,5049,2308,84,44,198,325,203,-6
122,0,0,79629,39342,90,90,538,5795,3209,94,18,193,21513,11287,85,42,294,7262,3555,-4
123,0,0,14665,6910,90,59,433,36374,17327,94,83,533,14144,6681,75,62,311,0,0,-4
124,0,0,110977,47748,65,65,752,90323,39402,90,90,930,292,104,1,1,32,0,0,-25
125,0,0,28677,15217,71,46,503,9141,8590,89,24,271,32127,24692,82,53,561,11519,8915,-18
127,0,0,7054,6638,7,7,266,47064,6369,92,6,190,4499,2413,3,3,157,6,2,
128,0,0,0,0,0,0,0,26448,11272,26,26,321,912,554,75,5,64,3553,1727,
129,0,0,41018,21564,90,86,547,35852,19961,89,87,688,12359,6863,83,33,314,483,201,1
130,0,0,29101,16062,87,74,483,25796,12618,100,92,386,26972,12561,81,71,334,169,28,-13
131,0,0,9329,5787,88,54,513,14690,7849,63,63,590,11870,6725,82,45,430,76,36,25
132,0,0,13630,6841,90,85,351,22350,11285,95,89,503,22405,10254,80,78,460,1596,798,-5
133,0,0,493,218,88,58,43,20757,10760,100,61,210,21824,10287,86,72,317,1151,694,-12
134,0,0,35844,16276,91,70,452,42257,21882,91,81,442,11658,5460,75,37,224,1874,823,0
135,118712,86020,19207,18443,29,29,437,2509,2085,104,4,126,24176,22877,43,43,525,6308,4886,
136,0,0,52012,26376,91,78,349,16368,12580,94,77,353,24780,16389,93,88,410,2949,2078,-3
137,0,0,6934,3312,91,17,166,2727,1200,96,6,108,3759,1476,82,8,100,993,400,
138,0,0,59975,29238,91,91,817,4395,2538,105,12,184,19667,9833,81,19,385,82,46,-14
139,0,0,14540,5550,68,58,248,20480,7132,90,66,244,17672,6086,83,57,229,6632,2254,-22
140,0,0,17954,8960,91,90,535,45542,18714,75,74,607,28180,16176,81,76,268,6060,2395,16
141,0,0,15944,8073,90,80,265,31476,16638,103,91,506,11150,6159,76,72,259,34,23,-13
142,0,0,17210,8520,90,47,420,48825,26970,93,79,720,74760,43241,76,76,881,15427,6956,-3
143,0,0,34806,18218,90,90,749,45707,22203,91,79,775,12791,7011,82,45,417,4203,2031,-1
144,19898,9819,68820,32672,92,92,449,12946,6725,77,24,171,13301,6207,80,60,247,267,121,15
145,0,0,80489,37897,91,91,390,41694,23070,90,89,273,113230,56755,85,58,572,18134,9316,1
146,0,0,18800,9870,90,73,530,30171,15602,90,86,565,15045,8303,82,77,410,6,5,0
147,0,0,17114,9811,88,74,458,7504,4504,101,85,280,6420,3413,86,67,199,292,187,-13
148,0,0,639,332,3,3,40,17844,11695,137,92,434,22183,12631,77,76,518,3031,1602,
149,4447,4000,7549,6542,91,85,394,12368,10063,105,93,466,13860,10810,71,70,343,3,3,-14
150,0,0,72405,34782,90,83,609,44201,24446,105,90,679,52973,25608,76,76,745,16,12,-15
151,0,0,33865,18446,92,53,674,42354,23643,59,43,715,982,654,79,7,75,2632,1397,33
152,0,0,4031,2982,24,24,219,30328,23108,93,93,984,24235,20084,76,52,613,2352,1800,-69
153,0,0,34346,13451,90,72,554,35491,17261,91,74,749,19617,10543,81,47,686,3189,1555,-1
154,0,0,22254,10712,42,42,328,42921,19053,92,92,511,47987,21017,81,81,440,6199,2968,-50
155,0,0,25692,13449,89,88,534,36462,16034,93,88,563,22478,9658,76,76,361,1469,678,-4
156,0,0,76548,34118,90,90,808,27732,15205,65,58,611,56945,27504,85,60,852,14697,7500,25
157,0,0,214561,95705,82,60,1336,134267,59984,98,44,830,84245,40017,46,25,769,0,0,-16
158,0,0,7983,3695,90,81,209,36397,15953,99,92,437,35409,18185,78,78,512,8147,3479,-9
159,0,0,4873,2904,85,15,202,6117,3153,91,22,220,3549,2159,74,26,155,1155,702,-6
160,0,0,35748,18503,91,73,479,26506,15645,92,89,478,1385,669,77,22,48,130,98,-1
161,0,0,38382,20118,90,87,338,199537,70772,70,58,613,5499,1974,3,3,99,0,0,20
162,0,0,39950,21050,90,89,668,21334,11806,91,45,423,35331,15467,82,47,587,12147,6183,-1
163,0,0,74271,27131,89,72,654,26172,11035,92,73,392,78935,29572,78,43,415,6425,2342,-3
164,0,0,14963,6047,90,84,297,6345,3113,80,38,198,10957,4824,80,76,293,1757,881,10
166,0,0,71419,34386,90,72,638,72040,37552,91,76,753,92554,41074,80,57,752,1059,390,-1
167,0,0,52166,25043,90,90,905,55928,23497,113,49,617,8805,4659,72,25,190,88,50,-23
168,0,0,38335,17836,90,89,431,34161,16523,92,89,393,29758,15432,76,72,390,2807,1353,-2
169,0,0,7834,3466,19,19,141,10782,5778,90,37,155,17205,9274,85,81,230,1308,687,-71
170,0,0,43188,22794,47,47,653,30728,15118,96,33,490,89924,46353,82,82,816,307,209,-49
171,0,0,111323,45046,90,89,1062,45225,21202,95,60,648,32681,12910,83,32,292,533,313,-5
172,0,0,64343,29788,90,87,755,64216,28871,95,92,771,120796,45815,86,86,592,751,249,-5
173,0,0,21518,13109,90,87,509,18696,12728,95,85,488,9250,6484,84,48,304,1533,999,-5
174,0,0,54847,19608,90,85,509,20073,10699,99,97,601,45753,19197,83,83,598,28120,11613,-9
175,0,0,13196,5817,89,66,220,18747,9690,98,84,267,10763,5363,80,55,194,2259,1204,-9
176,0,0,48577,38674,91,91,1428,55267,43254,62,62,1826,74284,59726,86,86,2207,8961,7163,29
177,0,0,67084,31259,91,89,665,63242,29376,91,72,527,23911,14179,81,75,386,17311,7033,0
178,0,0,30184,22141,60,60,704,89029,59070,90,89,1062,128291,50071,64,63,884,0,0,-30
179,0,0,14497,7278,90,72,213,8552,4209,67,36,155,12566,5845,81,28,207,2818,1406,23
180,7111,6707,0,0,0,0,0,3100,2270,101,7,179,144,130,1,1,21,2160,1695,
181,0,0,60900,30506,90,90,559,39129,18743,94,67,432,5540,3298,80,77,174,1589,858,-4
182,0,0,1966,1113,5,5,62,94499,28310,92,59,469,13170,6533,84,20,150,1738,1052,
183,0,0,13884,7875,90,73,477,14946,7431,122,79,588,10121,4718,76,64,289,622,321,-32
184,0,0,127679,68990,91,91,2101,218569,103064,66,66,1756,85210,52291,81,81,1262,52,35,25
185,0,0,37424,14453,90,89,709,7617,4153,101,90,260,23718,9058,79,79,566,2994,1151,-11
186,0,0,20893,9409,90,89,354,6114,3447,92,79,170,10684,5330,82,75,282,1653,745,-2
187,0,0,32784,18729,91,91,560,22508,14489,91,89,461,24018,15483,83,83,512,1540,1058,0
188,2472,1460,25062,12870,46,46,492,2130,1306,102,14,101,5054,2628,18,14,175,103,63,-56
189,0,0,93909,69352,55,55,273,1491,1451,91,3,9,184,59,86,2,18,949,490,
190,0,0,88515,35407,52,52,488,44908,20610,97,63,313,35399,23599,83,27,330,30,21,-45
191,0,0,59813,23714,71,36,742,69284,30825,91,47,657,30962,19886,84,84,434,1885,1150,-20
192,55512,30698,29310,21662,34,34,476,16679,15340,29,16,225,7,6,1,1,3,41,31,5
193,0,0,6211,4909,44,22,259,15586,11654,89,45,250,6372,3067,75,35,123,682,344,-45
194,0,0,59329,37769,71,58,789,87377,46198,93,76,953,69555,33786,77,61,733,7438,3066,-22
195,0,0,4826,2608,39,15,194,4258,2453,96,19,187,6212,2855,81,12,196,5859,2625,-57
196,0,0,6096,3405,26,24,258,8374,5093,90,50,296,1634,1138,82,59,131,65,45,-64
197,0,0,40593,18368,35,35,604,50043,24107,92,62,655,54768,24837,76,50,523,11881,5532,-57
198,0,0,35220,17711,91,91,981,17354,7356,73,55,381,17370,8925,77,77,408,13,10,18
199,0,0,60583,30313,90,90,1043,32228,15450,64,62,635,7572,3961,83,79,163,6908,3205,26
200,0,0,58066,35369,90,90,1005,140,125,1,1,13,0,0,0,0,0,0,0,
201,0,0,44731,23154,57,55,533,15945,9869,94,26,336,57931,27578,83,67,583,7353,3695,-37
202,0,0,21406,11670,32,32,408,12028,7802,98,86,244,8541,4908,81,64,158,1764,1107,-66
203,168296,129230,0,0,0,0,0,2929,2281,100,11,175,22308,17027,81,65,491,2685,2039,
204,0,0,32104,11972,90,75,221,6253,3481,89,53,101,551,396,79,22,25,3,3,1
205,0,0,292,290,1,1,13,28479,18291,98,65,740,10396,6791,69,38,417,2832,1647,
206,0,0,26060,14999,91,91,616,10559,6231,49,32,339,27646,16340,82,80,624,3546,2363,42
207,0,0,46070,18341,90,90,759,19425,6085,96,93,364,45921,14463,82,82,719,5840,1655,-6
208,0,0,10698,5021,82,20,232,48001,25043,90,75,863,5755,2968,88,37,324,2061,1175,-8
209,0,0,52989,26730,56,56,932,78104,42317,104,91,1683,55780,28515,84,82,1042,59,37,-48
210,0,0,10440,6254,90,65,293,10590,5392,95,82,332,11909,6315,86,33,396,2959,1381,-5
211,0,0,26531,12863,91,85,528,19202,9640,115,85,504,15308,7826,65,61,276,602,278,-24
212,0,0,4713,2124,25,25,54,43431,18708,96,87,262,7226,3579,79,39,204,4477,2146,-71
213,0,0,14075,6518,22,22,329,10935,5629,91,22,261,24410,10902,82,51,414,6953,2944,-69
214,0,0,38127,18001,90,90,618,33761,19448,64,64,366,30571,14801,82,82,474,4728,2593,26
215,0,0,28357,11569,24,24,362,52936,23202,110,82,510,1005,289,83,39,36,759,431,-86
216,0,0,17599,10308,22,22,306,1003,583,96,3,60,21431,10361,83,20,299,8363,4349,
217,0,0,7503,4571,41,29,183,125,93,1,1,16,3158,1671,63,18,75,2303,1337,
218,0,0,0,0,0,0,0,11012,5270,26,23,419,3281,1735,76,40,246,4705,2578,
219,0,0,2722,1531,13,7,87,17134,11569,105,43,287,1491,693,54,3,27,5,1,-92
220,0,0,91825,40281,89,61,844,95158,41046,99,53,761,14987,4668,78,7,234,434,266,-10
221,0,0,5694,4407,78,33,188,1832,1201,91,21,100,268,162,79,12,19,62,33,-13
222,0,0,52724,12089,91,89,394,27768,13136,95,95,313,46681,9271,91,70,317,4019,911,-4
223,58750,43129,127441,77641,92,92,842,97807,53275,83,68,851,7,1,1,1,1,7411,4568,9
224,0,0,0,0,0,0,0,25857,12470,25,18,374,27370,13997,86,61,394,15739,5625,
225,130024,98406,22203,17026,92,91,508,22904,17954,106,102,361,37896,19320,81,64,577,4087,3193,-14
226,0,0,28667,16826,89,61,542,90274,48835,95,92,820,73354,40221,82,82,724,8285,4666,-6
227,0,0,13159,5440,31,26,273,31128,13817,96,44,360,23882,13374,80,64,260,2822,1393,-65
228,0,0,11688,5573,61,34,141,4880,2059,108,33,106,1772,822,70,16,62,487,316,-47
229,0,0,2830,1765,86,22,124,19283,14620,68,68,488,17159,12622,81,81,400,319,223,18
230,742,618,0,0,0,0,0,33058,13407,90,90,305,75076,17965,82,82,364,30,25,
231,0,0,213262,62190,90,90,819,41498,24974,95,89,910,35254,20988,83,83,781,4737,2678,-5
232,0,0,28631,7392,88,65,80,35561,11403,94,34,242,66341,14133,82,76,182,4099,970,-6
233,0,0,13069,6701,89,80,441,3722,2252,89,53,195,5970,2854,83,64,309,1389,502,0
234,0,0,133462,60083,90,88,1455,9472,5361,95,44,312,40537,20453,84,82,888,3243,1959,-5
235,0,0,34506,9517,83,68,434,7653,5084,102,69,217,9461,6204,86,72,288,221,88,-19
236,0,0,19922,9633,87,73,257,16475,7664,88,47,213,9096,3885,49,26,150,9,1,-1
237,0,0,42763,23254,91,91,234,16906,13445,107,68,427,8050,6840,79,32,288,726,617,-16
238,0,0,40058,22522,40,40,924,37831,23793,94,83,1037,5352,2589,81,20,183,70,41,-54
239,0,0,167845,56156,90,90,1014,111490,48004,64,64,810,41561,28958,57,52,470,0,0,26
240,0,0,28365,15975,44,44,698,37008,22218,62,62,546,1893,889,91,24,76,43,24,-18
241,0,0,27854,9301,25,17,564,29689,11667,91,22,641,27290,10662,82,26,529,19027,9730,-66
242,0,0,69026,34623,90,87,1166,20424,8844,92,28,339,14774,5388,81,61,348,22777,9773,-2
243,0,0,13356,7014,42,40,667,19576,10820,92,90,672,8777,4058,82,38,433,874,424,-50
244,0,0,15220,11656,25,25,365,25992,18598,102,89,483,29157,20473,77,77,613,3050,2178,-77
245,0,0,11498,5090,39,18,170,48415,19934,68,65,389,59327,25150,83,83,559,6881,3503,-29
246,162,162,34672,18175,92,55,544,155,118,102,10,27,157,157,84,6,26,86,86,-10
247,0,0,10888,7461,90,72,181,19416,12446,103,91,333,1549,734,84,73,92,521,217,-13
248,0,0,108854,33515,91,86,336,1882,980,115,21,100,1199,641,76,37,110,202,107,-24
249,0,0,6204,2727,5,5,166,254,119,1,1,24,32432,20515,83,61,681,6678,3308,
250,0,0,112321,64032,90,62,528,110639,62594,95,59,494,107856,69147,81,66,487,12532,7248,-5
251,16566,14473,66953,58181,92,92,1301,54339,48868,104,104,1481,12637,11715,29,29,566,68,48,-12
252,0,0,61706,11763,91,78,579,57260,10034,112,84,593,85439,10667,73,66,404,6604,1103,-21
253,0,0,37268,18508,90,78,765,22136,10567,63,51,468,33228,16902,80,73,591,1693,869,27
254,0,0,6664,1415,40,31,106,10751,4451,92,74,241,4305,1940,83,57,108,11,7,-52
255,0,0,62560,31682,52,52,814,106307,53120,96,91,1138,19708,9806,90,19,378,9844,4720,-44
256,0,0,7055,2866,27,27,149,19674,9895,92,92,208,9098,4783,83,83,130,774,455,-65
257,0,0,40771,19318,90,79,332,43208,22663,95,89,381,20651,10045,80,69,266,30,19,-5
258,0,0,16952,11476,91,91,362,25573,14690,92,89,550,13710,11559,86,58,403,1903,1434,-1
259,63,57,5332,1741,86,21,86,20337,6625,92,53,148,27,23,30,3,8,1384,513,-6
260,0,0,9045,4325,91,58,268,3395,2057,95,16,179,29153,12776,83,74,507,3364,1482,-4
261,0,0,26532,13694,46,40,393,18043,9221,92,18,331,5562,2604,82,40,141,17265,8579,-46
262,0,0,0,0,0,0,0,31505,14513,37,36,420,72,65,80,3,31,768,667,
263,30,13,19283,14452,92,74,264,21478,17362,94,93,367,29622,24441,83,82,364,1228,1003,-2
264,0,0,20975,11022,51,50,337,24429,13562,98,72,360,24163,13586,96,72,404,1461,741,-47
265,18764,12937,75249,57424,92,92,1455,74293,39763,95,95,1090,81673,55613,83,83,1182,16,9,-3
266,0,0,7545,5527,64,48,200,64,5,1,1,3,125,84,70,2,21,3019,1665,
267,49089,24337,172388,28799,90,87,538,35046,16977,92,61,482,36020,15552,85,54,619,2647,1235,-2
268,0,0,15527,6970,62,58,179,26281,10606,90,79,231,30272,11946,79,68,198,655,275,-28
269,0,0,24101,10092,90,81,246,8154,4356,90,40,227,11264,6019,75,37,250,1060,485,0
270,0,0,40855,10935,90,80,619,14637,7235,93,71,317,4222,1650,81,63,192,762,292,-3
271,0,0,16937,9347,90,69,643,19508,10681,104,86,653,11436,6159,62,50,502,1638,865,-14
272,0,0,17324,10703,89,80,284,16660,11805,91,78,306,580,354,27,7,19,140,57,-2
273,0,0,1084,751,31,21,36,152,112,92,6,18,1651,990,84,50,36,849,388,
274,0,0,21045,11927,90,90,120,25224,14601,90,90,124,15790,9705,82,82,88,829,580,0
275,0,0,4785,1751,88,52,144,3632,1742,72,43,103,752,416,76,40,65,3381,1295,16
276,0,0,20838,10697,32,32,620,12252,5673,96,14,318,13517,6567,83,19,453,7956,3519,-64
277,0,0,11014,6362,88,81,311,16278,9428,77,73,402,14596,7634,76,60,348,680,413,11
278,0,0,13242,6903,28,27,369,24572,14511,95,83,594,20817,10643,80,53,432,2195,1198,-67
