"","id","wave","person_id","sex","age","edu","party","ideo","approve_trump","visits_raw","visits_u","day_range","active_days","count_domains","domain_center","domain_left","domain_right","domain_center_mean","domain_left_mean","domain_right_mean","news_self","news_like_self","condition","party_bin","party_strength","news","news_like","att_imp_gun","att_imp_immigrant","att_imp_climate","att_imp_trump","att_imp_econ","att_str_gun","att_str_immigrant","att_str_climate","att_str_trump","att_str_econ","ft_dem","ft_rep","ft_lib","ft_cons","ft_gun","ft_immigrant","ft_climate","ft_econ","stupid_party_opp","stupid_ind_dem","stupid_ideo_opp","stupid_ind_cons","stupid_gun","stupid_immigrant","stupid_climate","stupid_econ","under_party_opp","under_ideo_opp","under_gun","under_immigrant","under_climate","under_econ","malvol_1","malvol_2","malvol_3","malvol_4","malvol_5","comp_1","comp_2","comp_3","comp_4","perpol_1","perpol_2","perpol_3","perpol_4","att_str","att_imp","ft_party_op","ft_ideo_op","ft","under_party_op","under_ideo_op","under","stupid_party_op","stupid_ideo_op","stupid","malvol","comp","perpol","know","know_1","know_2","know_3","know_4","know_5","know_fac","know_fac_1","know_fac_2","know_fac_3","know_fac_4","ptc","well_act","well_act_1","well_act_2","well_act_3","well_act_4","well_act_5","well_feel","well_feel_1","well_feel_2","well_feel_3","well_feel_4","well_feel_5","well_feel_6","know_r","know_fac_r","ptc_r","att_str_r","att_imp_r","ft_r","under_r","stupid_r","malvol_r","comp_r","perpol_r","well_act_r","well_feel_r","news_r","news_like_r"
"786","393",2,383,"Female","Age: 45–54","Education: High school",5,6,6,26653,14250,86,86,276,0,7,3,0,63.6741602067184,0.0348837209302326,4.44444444444444,4,"No News - Experiment","Republican",1,3.2093023255814,0.0813953488372093,8,9,9,9,4,6,7,7,7,3,10,90,10,95,95,99,99,25,5,NA,5,NA,6,5,6,2,2,2,1,2,2,4,2,3,3,3,5,5,5,4,5,3,5,5,6,5.75,7.5,10,10,25.125,2,2,1.8125,5,5,3.9375,3.2,4.75,4.75,0.6,2,0,1,0,0,0,0,0,0,0,1,2.6,1,6,1,1,4,2.33333333333333,4,4,1,3,1,1,3.33333333333333,0,11.1111111111111,79.1666666666667,81.25,33.1666666666667,18.0555555555556,65.2777777777778,43.3333333333333,79.1666666666667,62.5,32.1428571428571,33.3333333333333,26.8202072803135,1.87627274452443
"787","394",1,341,"Male","Age: 55+","Education: Less than high school",5,10,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.66666666666667,2,"No News - Control","Republican",1,NA,NA,4,4,4,6,6,7,6,7,6,6,89,18,80,2,76,62,73,51,5,NA,5,NA,NA,4,NA,NA,2,2,2,4,2,4,3,3,3,4,4,1,1,1,4,5,5,4,6,6.5,4.5,89,80,58.875,2,2,2,5,5,3.75,3.4,1.75,5,4,5,5,4,3,3,1,0,0,1,0,2,1.8,1,3,1,1,3,0.333333333333333,1,1,0,0,0,0,60,25,22.2222222222222,91.6666666666667,43.75,78.1666666666667,22.2222222222222,61.1111111111111,46.6666666666667,29.1666666666667,66.6666666666667,17.8571428571429,0,NA,NA
"788","394",2,341,"Male","Age: 55+","Education: Less than high school",5,10,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.66666666666667,2,"No News - Control","Republican",1,NA,NA,5,5,5,1,5,5,5,5,1,5,40,33,29,29,33,33,35,35,1,NA,1,NA,1,1,1,1,5,5,5,5,5,5,1,1,1,2,2,0,0,0,1,5,1,7,7,5,5,40,29,26,5,5,4,1,1,1,1.4,0.25,5,4,5,5,4,3,3,1,0,0,1,0,2,1.8,1,3,1,1,3,0.333333333333333,1,1,0,0,0,0,60,25,22.2222222222222,66.6666666666667,50,34.3333333333333,66.6666666666667,0,13.3333333333333,4.16666666666667,66.6666666666667,17.8571428571429,0,NA,NA
"789","395",1,89,"Female","Age: 55+","Education: Bachelor",1,2,1,26650,11730,82,22,430,0,3,87,0,63.619191919192,3.95454545454545,3.11111111111111,2,"No News - Experiment","Democrat",3,19.5454545454545,0.136363636363636,7,5,7,7,5,7,6,7,7,5,8,94,0,51,99,87,99,71,5,NA,1,NA,1,1,NA,NA,3,3,2,4,2,4,3,3,5,6,6,5,5,4,3,1,1,7,7,6.25,6,94,51,58.75,3,3,2.5,5,5,3,4.6,4.25,4,4.4,5,4,3,5,5,1,0,0,0,1,4,3,5,1,1,1,7,2,1,3,2,2,2,2,66.6666666666667,25,44.4444444444444,87.5,62.5,78,33.3333333333333,44.4444444444444,66.6666666666667,70.8333333333333,50,39.2857142857143,27.7777777777778,71.8557349256131,3.06509312590857
"790","395",2,89,"Female","Age: 55+","Education: Bachelor",1,2,1,26650,11730,82,22,430,0,3,87,0,63.619191919192,3.95454545454545,3.11111111111111,2,"No News - Experiment","Democrat",3,19.5454545454545,0.136363636363636,4,3,5,8,8,3,5,4,7,4,26,65,27,67,45,71,45,31,3,NA,2,NA,3,4,4,3,4,5,5,4,3,6,2,3,3,2,4,1,1,1,1,3,3,3,5,4,5,65,67,45.25,4,4,3.375,3,3,2.625,2.8,1,3.5,4.4,5,4,3,5,5,1,0,0,0,1,4,3,5,1,1,1,7,2,1,3,2,2,2,2,66.6666666666667,25,44.4444444444444,50,50,60,52.7777777777778,36.1111111111111,36.6666666666667,16.6666666666667,41.6666666666667,39.2857142857143,27.7777777777778,71.8557349256131,3.06509312590857
"791","396",1,866,"Male","Age: 25–34","Education: Junior college",1,0,1,10926,5278,83,83,239,0,0,3,0,63.7555555555556,0.036144578313253,6.33333333333333,4,"No News - Experiment","Democrat",3,2.87951807228916,0,7,7,7,7,6,7,5,6,7,4,0,100,0,100,100,100,100,100,7,NA,7,NA,NA,NA,NA,7,6,6,7,4,3,5,7,7,7,6,6,6,5,4,3,7,7,7,7,5.5,6.75,100,100,75.25,6,6,4.4375,7,7,5.5,6.6,4.5,7,3.6,5,4,1,5,3,1,0,0,0,1,3,2,1,2,1,2,4,2,4,3,1,1,1,2,53.3333333333333,25,33.3333333333333,75,71.875,100,76.3888888888889,100,100,75,100,21.4285714285714,27.7777777777778,24.5025586717503,0
"792","396",2,866,"Male","Age: 25–34","Education: Junior college",1,0,1,10926,5278,83,83,239,0,0,3,0,63.7555555555556,0.036144578313253,6.33333333333333,4,"No News - Experiment","Democrat",3,2.87951807228916,0,4,8,5,3,3,6,5,5,5,3,38,36,36,30,44,43,41,44,1,NA,1,NA,1,2,2,1,4,4,5,5,3,5,3,1,2,2,3,0,1,0,5,5,2,7,7,4.75,5,36,30,27.5,4,4,3.375,1,1,1.125,2.2,1.5,5.25,3.6,5,4,1,5,3,1,0,0,0,1,3,2,1,2,1,2,4,2,4,3,1,1,1,2,53.3333333333333,25,33.3333333333333,62.5,50,36.3333333333333,52.7777777777778,2.77777777777778,26.6666666666667,25,70.8333333333333,21.4285714285714,27.7777777777778,24.5025586717503,0
"793","397",1,374,"Female","Age: 25–34","Education: Bachelor",6,8,6,1423,752,82,69,65,0,0,0,0,63.7555555555556,0,5.33333333333333,4,"No News - Experiment","Republican",2,0.942028985507246,0,7,6,7,6,6,7,6,7,6,5,30,19,30,20,71,30,100,39,2,NA,2,NA,NA,NA,6,NA,6,6,4,6,1,6,2,2,2,1,1,1,1,1,3,3,2,2,2,6.25,6.5,30,30,30.25,6,6,4.3125,2,2,2.75,1.6,1.5,2.25,2.6,3,2,3,3,2,0,0,0,0,0,3,2,1,2,1,1,5,0.666666666666667,1,1,0,1,1,0,36.6666666666667,0,33.3333333333333,87.5,68.75,40,73.6111111111111,38.8888888888889,16.6666666666667,25,20.8333333333333,21.4285714285714,5.55555555555556,4.84524668239746,0
"794","397",2,374,"Female","Age: 25–34","Education: Bachelor",6,8,6,1423,752,82,69,65,0,0,0,0,63.7555555555556,0,5.33333333333333,4,"No News - Experiment","Republican",2,0.942028985507246,0,9,9,8,5,5,7,7,5,6,5,78,64,99,16,69,97,96,40,7,NA,6,NA,7,7,5,5,3,2,6,1,2,1,3,2,2,3,4,1,5,6,6,4,2,3,5,6,7.75,78,99,63.375,3,3,2.375,7,7,5.25,2.8,4.5,3.5,2.6,3,2,3,3,2,0,0,0,0,0,3,2,1,2,1,1,5,0.666666666666667,1,1,0,1,1,0,36.6666666666667,0,33.3333333333333,83.3333333333333,84.375,84.1666666666667,30.5555555555556,94.4444444444444,36.6666666666667,75,41.6666666666667,21.4285714285714,5.55555555555556,4.84524668239746,0
"795","398",1,102,"Female","Age: 18–24","Education: Junior college",4,6,5,19054,11165,82,19,536,1,52,75,0.0526315789473684,61.0187134502924,3.94736842105263,5,4,"No News - Control","Republican",0,28.2105263157895,2.73684210526316,6,5,6,6,5,5,6,5,6,6,56,46,46,63,36,62,34,68,5,5,4,NA,NA,6,NA,5,5,6,6,5,5,6,6,5,5,2,1,6,1,5,1,5,5,6,5,5.5,5.5,56,46,38.25,5,5,4.125,5,5,4.125,3.8,3.25,5.25,4,4,3,4,3,6,1,0,0,0,1,3,2.6,1,3,1,1,7,1.83333333333333,1,4,1,1,1,3,60,25,33.3333333333333,75,56.25,50.6666666666667,69.4444444444444,69.4444444444444,53.3333333333333,54.1666666666667,70.8333333333333,32.1428571428571,25,81.852011477204,31.6077958880666
"796","398",2,102,"Female","Age: 18–24","Education: Junior college",4,6,5,19054,11165,82,19,536,1,52,75,0.0526315789473684,61.0187134502924,3.94736842105263,5,4,"No News - Control","Republican",0,28.2105263157895,2.73684210526316,9,9,4,9,9,7,7,4,7,7,96,18,96,30,81,79,72,90,4,5,7,NA,7,4,1,7,3,1,4,1,4,4,7,7,7,6,6,0,0,0,3,4,5,7,4,6.25,7.75,96,96,68.375,3,3,2.5625,4,4,3.4375,6.6,0.75,5,4,4,3,4,3,6,1,0,0,0,1,3,2.6,1,3,1,1,7,1.83333333333333,1,4,1,1,1,3,60,25,33.3333333333333,87.5,84.375,90.8333333333333,34.7222222222222,54.1666666666667,100,12.5,66.6666666666667,32.1428571428571,25,81.852011477204,31.6077958880666
"797","399",1,752,"Male","Age: 35–44","Education: Graduate school",2,3,1,754,458,74,13,39,0,0,0,0,63.7555555555556,0,5.77777777777778,4,"No News - Experiment","Democrat",2,3,0,7,7,6,7,5,7,6,7,6,4,30,95,20,98,95,95,93,80,7,3,5,NA,NA,NA,7,NA,1,2,1,2,2,4,6,7,6,5,6,2,1,1,3,7,5,6,7,6,6.25,95,98,71.1875,1,1,1.3125,7,7,5.5,6,1.75,6.25,3.8,6,4,5,2,2,2,1,1,0,0,2,2,2,4,1,2,1,2.66666666666667,1,4,2,3,3,3,56.6666666666667,50,22.2222222222222,83.3333333333333,65.625,94.5833333333333,6.94444444444444,100,90,29.1666666666667,87.5,21.4285714285714,38.8888888888889,25.3713553757123,0
"798","399",2,752,"Male","Age: 35–44","Education: Graduate school",2,3,1,754,458,74,13,39,0,0,0,0,63.7555555555556,0,5.77777777777778,4,"No News - Experiment","Democrat",2,3,0,4,4,5,4,5,5,5,6,7,4,54,46,62,43,52,15,58,44,5,3,7,NA,5,4,4,4,5,4,5,6,4,5,6,6,5,4,4,1,5,2,4,5,3,5,3,5,4.5,46,43,33.0625,5,5,4,5,5,3.8125,5,3,4,3.8,6,4,5,2,2,2,1,1,0,0,2,2,2,4,1,2,1,2.66666666666667,1,4,2,3,3,3,56.6666666666667,50,22.2222222222222,66.6666666666667,43.75,43.75,66.6666666666667,62.5,73.3333333333333,50,50,21.4285714285714,38.8888888888889,25.3713553757123,0
"799","400",1,819,"Male","Age: 25–34","Education: High school",5,8,5,43862,21299,81,81,738,0,9,27,0,63.6444444444445,0.333333333333333,2.77777777777778,6,"No News - Control","Republican",1,9.11111111111111,0.111111111111111,4,3,3,4,4,3,4,4,4,4,69,55,76,45,78,84,59,76,5,6,6,NA,6,NA,NA,4,4,4,4,3,4,4,3,4,4,3,3,4,2,3,2,5,3,4,4,3.75,3.5,69,76,55.0625,4,4,3.1875,5,5,4,3.4,2.75,4,6,6,6,7,6,5,3,0,1,1,1,5,1.2,2,2,1,1,0,1,1,1,1,0,1,2,93.3333333333333,75,55.5555555555556,45.8333333333333,31.25,73.0833333333333,48.6111111111111,66.6666666666667,46.6666666666667,45.8333333333333,50,7.14285714285714,11.1111111111111,51.7147250887618,2.52625576929272
"800","400",2,819,"Male","Age: 25–34","Education: High school",5,8,5,43862,21299,81,81,738,0,9,27,0,63.6444444444445,0.333333333333333,2.77777777777778,6,"No News - Control","Republican",1,9.11111111111111,0.111111111111111,5,8,5,8,9,6,6,6,7,7,79,5,61,1,79,80,82,86,3,6,3,NA,3,5,4,3,4,4,2,1,3,2,5,7,6,5,6,2,1,2,3,4,3,3,3,6.25,6.75,79,61,55.6875,4,4,2.75,3,3,2.6875,5.8,2,3.25,6,6,6,7,6,5,3,0,1,1,1,5,1.2,2,2,1,1,0,1,1,1,1,0,1,2,93.3333333333333,75,55.5555555555556,87.5,71.875,73.9166666666667,38.8888888888889,37.5,86.6666666666667,33.3333333333333,37.5,7.14285714285714,11.1111111111111,51.7147250887618,2.52625576929272
"801","401",1,675,"Female","Age: 55+","Education: Graduate school",3,4,1,41160,20631,82,72,660,1,136,239,0.0138888888888889,61.8666666666667,3.31944444444444,4.22222222222222,3,"No News - Experiment","Democrat",1,9.16666666666667,1.88888888888889,5,5,6,5,5,6,5,6,7,4,19,48,18,49,50,54,50,50,2,NA,2,NA,2,NA,2,NA,4,4,4,4,4,4,5,7,5,5,6,1,0,0,1,3,4,4,5,5.25,5.25,48,49,37.25,4,4,3.25,2,2,1.75,5.6,0.5,4,2.4,3,2,2,3,2,1,0,0,0,1,1,3,3,3,1,1,7,0.333333333333333,1,1,0,0,0,0,33.3333333333333,25,11.1111111111111,70.8333333333333,53.125,49.3333333333333,50,16.6666666666667,83.3333333333333,8.33333333333333,50,39.2857142857143,0,51.8703826728674,25.436795695513
"802","401",2,675,"Female","Age: 55+","Education: Graduate school",3,4,1,41160,20631,82,72,660,1,136,239,0.0138888888888889,61.8666666666667,3.31944444444444,4.22222222222222,3,"No News - Experiment","Democrat",1,9.16666666666667,1.88888888888889,4,4,9,4,4,4,4,7,6,3,19,49,22,48,47,54,89,9,1,NA,1,NA,1,1,4,1,4,4,3,2,2,6,2,1,2,1,3,1,2,1,2,1,3,2,7,4.5,5.25,49,48,36.9375,4,4,3.0625,1,1,1.1875,1.8,1.5,3.25,2.4,3,2,2,3,2,1,0,0,0,1,1,3,3,3,1,1,7,0.333333333333333,1,1,0,0,0,0,33.3333333333333,25,11.1111111111111,58.3333333333333,53.125,48.9166666666667,45.8333333333333,4.16666666666667,20,25,37.5,39.2857142857143,0,51.8703826728674,25.436795695513
"803","402",1,483,"Male","Age: 35–44","Education: Bachelor",6,4,1,10361,5076,79,33,170,0,0,0,0,63.7555555555556,0,4,5,"No News - Experiment","Republican",2,5.15151515151515,0,6,5,5,5,5,3,3,3,3,4,65,70,50,70,100,80,65,70,4,NA,3,2,5,NA,4,NA,3,4,3,3,3,3,4,3,4,2,3,2,0,0,0,5,3,6,6,3.25,5.25,65,50,48.6875,3,3,2.5,4,4,3.375,3.2,0.5,5,5.2,6,2,7,5,6,2,1,0,1,0,1,1.8,1,4,1,1,2,0.666666666666667,1,1,1,0,0,1,80,50,11.1111111111111,37.5,53.125,64.5833333333333,33.3333333333333,52.7777777777778,43.3333333333333,8.33333333333333,66.6666666666667,17.8571428571429,5.55555555555556,37.5980319341551,0
"804","402",2,483,"Male","Age: 35–44","Education: Bachelor",6,4,1,10361,5076,79,33,170,0,0,0,0,63.7555555555556,0,4,5,"No News - Experiment","Republican",2,5.15151515151515,0,2,5,4,3,5,3,7,4,3,5,48,33,52,29,44,77,29,34,2,NA,3,2,4,2,4,1,3,3,2,4,4,5,5,4,6,6,5,2,4,1,0,7,6,4,5,4.75,4,48,52,36.75,3,3,2.6875,2,2,1.9375,5.2,1.75,5.5,5.2,6,2,7,5,6,2,1,0,1,0,1,1.8,1,4,1,1,2,0.666666666666667,1,1,1,0,0,1,80,50,11.1111111111111,62.5,37.5,48.6666666666667,37.5,20.8333333333333,76.6666666666667,29.1666666666667,75,17.8571428571429,5.55555555555556,37.5980319341551,0
"805","403",1,340,"Female","Age: 45–54","Education: Graduate school",1,1,1,12041,5893,81,52,250,2,1,76,0.0384615384615385,63.7363247863248,1.46153846153846,4.55555555555556,4,"No News - Experiment","Democrat",3,4.80769230769231,0.0192307692307692,4,7,7,5,4,7,6,7,7,4,10,80,5,75,65,90,99,46,6,NA,1,NA,6,NA,NA,NA,2,2,2,3,2,4,5,3,2,2,5,4,4,4,5,4,3,5,5,6,5.5,80,75,57.75,2,2,1.9375,6,6,4.75,3.4,4.25,4.25,6.2,7,6,6,6,6,2,0,1,1,0,5,2,1,3,1,1,4,2.5,1,4,2,3,2,3,96.6666666666667,50,55.5555555555556,83.3333333333333,56.25,76.6666666666667,20.8333333333333,83.3333333333333,46.6666666666667,70.8333333333333,54.1666666666667,21.4285714285714,36.1111111111111,35.9641747619954,0.456723395276539
"806","403",2,340,"Female","Age: 45–54","Education: Graduate school",1,1,1,12041,5893,81,52,250,2,1,76,0.0384615384615385,63.7363247863248,1.46153846153846,4.55555555555556,4,"No News - Experiment","Democrat",3,4.80769230769231,0.0192307692307692,9,4,9,9,2,7,4,7,7,2,0,51,2,81,87,71,100,20,3,NA,1,NA,4,4,7,1,5,5,3,2,1,7,4,5,3,3,6,0,1,0,3,1,1,2,5,5,6,51,81,50.625,5,5,3.5625,3,3,2.75,4.2,1,2.25,6.2,7,6,6,6,6,2,0,1,1,0,5,2,1,3,1,1,4,2.5,1,4,2,3,2,3,96.6666666666667,50,55.5555555555556,66.6666666666667,62.5,67.1666666666667,56.9444444444444,38.8888888888889,60,16.6666666666667,20.8333333333333,21.4285714285714,36.1111111111111,35.9641747619954,0.456723395276539
"807","404",1,399,"Male","Age: 45–54","Education: Graduate school",7,7,1,30710,13046,83,83,264,0,38,877,0,63.2977242302544,10.566265060241,3.88888888888889,4,"No News - Control","Republican",3,3.18072289156627,0.457831325301205,6,6,6,1,6,6,6,6,4,5,23,23,25,22,23,23,27,24,2,NA,2,NA,NA,1,1,NA,5,5,5,5,1,5,2,4,2,1,1,0,0,0,2,2,2,6,7,5.75,6,23,25,18.3125,5,5,3.75,2,2,1.5,2,0.5,4.25,3.4,4,4,4,3,2,0,0,0,0,0,1,2.2,1,2,2,2,4,2.33333333333333,3,2,2,2,3,2,50,0,11.1111111111111,79.1666666666667,62.5,24.0833333333333,61.1111111111111,11.1111111111111,23.3333333333333,8.33333333333333,54.1666666666667,25,33.3333333333333,26.626674693789,9.038224131275
"808","404",2,399,"Male","Age: 45–54","Education: Graduate school",7,7,1,30710,13046,83,83,264,0,38,877,0,63.2977242302544,10.566265060241,3.88888888888889,4,"No News - Control","Republican",3,3.18072289156627,0.457831325301205,4,3,5,5,5,4,4,5,5,6,60,40,84,11,51,60,58,39,3,NA,5,NA,3,2,5,2,4,2,4,5,3,4,2,1,4,2,4,2,3,1,4,6,4,7,7,4.75,4.25,60,84,49.25,4,4,3.25,3,3,2.5,2.6,2.5,6,3.4,4,4,4,3,2,0,0,0,0,0,1,2.2,1,2,2,2,4,2.33333333333333,3,2,2,2,3,2,50,0,11.1111111111111,62.5,40.625,65.3333333333333,50,33.3333333333333,33.3333333333333,41.6666666666667,83.3333333333333,25,33.3333333333333,26.626674693789,9.038224131275
"809","405",1,735,"Female","Age: 35–44","Education: Bachelor",3,3,1,12014,7639,80,78,198,8,7,12,0.102564102564103,63.665811965812,0.153846153846154,2.88888888888889,3,"No News - Experiment","Democrat",1,2.53846153846154,0.0897435897435897,5,4,6,7,7,5,6,5,7,4,23,58,31,47,60,87,50,45,3,NA,1,NA,NA,NA,NA,3,3,6,5,3,5,4,2,3,2,4,5,2,1,1,1,3,2,4,5,5,5.5,58,47,41.625,3,3,2.8125,3,3,2.5,3.2,1.25,3.5,4.2,4,5,2,5,5,3,0,1,1,1,1,2.4,1,2,1,1,7,2.5,2,2,2,2,4,3,63.3333333333333,75,11.1111111111111,66.6666666666667,56.25,55.1666666666667,40.2777777777778,33.3333333333333,43.3333333333333,20.8333333333333,41.6666666666667,28.5714285714286,36.1111111111111,21.8885375094447,2.06066340654805
"810","405",2,735,"Female","Age: 35–44","Education: Bachelor",3,3,1,12014,7639,80,78,198,8,7,12,0.102564102564103,63.665811965812,0.153846153846154,2.88888888888889,3,"No News - Experiment","Democrat",1,2.53846153846154,0.0897435897435897,3,3,5,4,5,4,3,6,6,4,26,98,33,73,88,72,98,51,1,NA,1,NA,1,1,1,1,6,6,2,5,3,4,1,1,1,3,6,1,0,0,1,3,3,6,3,4.25,4,98,73,62.3125,6,6,4.125,1,1,1,2.4,0.5,3.75,4.2,4,5,2,5,5,3,0,1,1,1,1,2.4,1,2,1,1,7,2.5,2,2,2,2,4,3,63.3333333333333,75,11.1111111111111,54.1666666666667,37.5,82.75,69.4444444444444,0,30,8.33333333333333,45.8333333333333,28.5714285714286,36.1111111111111,21.8885375094447,2.06066340654805
"811","406",1,598,"Male","Age: 18–24","Education: Junior college",5,6,2,28830,8530,81,76,474,0,100,23,0,62.4397660818714,0.302631578947368,4,5,"No News - Control","Republican",1,6.23684210526316,1.31578947368421,6,5,5,3,3,6,5,6,5,3,29,29,27,36,38,42,44,16,1,NA,1,NA,NA,NA,NA,1,4,6,5,3,3,4,1,1,1,1,3,1,1,0,4,5,2,7,6,5,4.75,29,27,23,4,4,3.1875,1,1,1,1.4,1.5,5,3,3,1,5,3,3,0,0,0,0,0,3,2.8,4,1,1,2,6,3.16666666666667,3,5,2,2,3,4,43.3333333333333,0,33.3333333333333,66.6666666666667,46.875,30.3333333333333,48.6111111111111,0,13.3333333333333,25,66.6666666666667,35.7142857142857,47.2222222222222,42.213857690932,20.1349141382694
"812","406",2,598,"Male","Age: 18–24","Education: Junior college",5,6,2,28830,8530,81,76,474,0,100,23,0,62.4397660818714,0.302631578947368,4,5,"No News - Control","Republican",1,6.23684210526316,1.31578947368421,5,2,9,4,8,6,4,6,4,5,31,28,50,28,41,43,48,2,1,NA,1,NA,1,1,1,1,4,3,5,4,4,4,1,1,1,1,1,3,3,2,2,2,4,6,6,5.25,6,31,50,28.875,4,4,3.3125,1,1,1,1,2.5,4.5,3,3,1,5,3,3,0,0,0,0,0,3,2.8,4,1,1,2,6,3.16666666666667,3,5,2,2,3,4,43.3333333333333,0,33.3333333333333,70.8333333333333,62.5,38.1666666666667,51.3888888888889,0,6.66666666666667,41.6666666666667,58.3333333333333,35.7142857142857,47.2222222222222,42.213857690932,20.1349141382694
"813","407",1,208,"Female","Age: 55+","Education: Graduate school",5,8,5,5755,2968,88,37,324,0,0,5,0,63.7555555555556,0.135135135135135,3.66666666666667,5,"No News - Experiment","Republican",1,8.75675675675676,0,7,7,6,6,6,6,7,6,6,5,97,44,98,35,73,98,36,53,7,3,7,NA,NA,NA,NA,5,1,2,6,2,4,5,6,6,7,6,4,4,5,5,5,1,2,2,3,6,6.5,97,98,65.25,1,1,1.8125,7,7,5,5.8,4.75,2,5.2,6,5,5,4,6,1,0,0,0,1,1,2.2,1,1,1,1,7,4.16666666666667,4,7,2,5,4,3,80,25,11.1111111111111,83.3333333333333,68.75,86.6666666666667,18.0555555555556,88.8888888888889,86.6666666666667,79.1666666666667,16.6666666666667,25,63.8888888888889,50.7012930469992,0
"814","407",2,208,"Female","Age: 55+","Education: Graduate school",5,8,5,5755,2968,88,37,324,0,0,5,0,63.7555555555556,0.135135135135135,3.66666666666667,5,"No News - Experiment","Republican",1,8.75675675675676,0,9,9,4,9,9,7,7,7,7,7,100,17,100,18,100,100,100,100,4,3,4,NA,7,7,6,4,6,1,1,1,1,1,7,7,7,6,6,0,0,0,0,6,7,7,7,7,7.75,100,100,75.25,6,6,3.5,4,4,3.75,6.6,0,6.75,5.2,6,5,5,4,6,1,0,0,0,1,1,2.2,1,1,1,1,7,4.16666666666667,4,7,2,5,4,3,80,25,11.1111111111111,100,84.375,100,55.5555555555556,61.1111111111111,100,0,95.8333333333333,25,63.8888888888889,50.7012930469992,0
"815","408",1,206,"Female","Age: 55+","Education: Junior college",7,10,7,27646,16340,82,80,624,0,4,142,0,63.7055555555556,1.775,4.55555555555556,5,"No News - Experiment","Republican",3,7.8,0.05,7,7,4,7,7,7,7,4,7,7,75,13,89,16,79,78,64,86,4,NA,7,NA,NA,5,NA,NA,4,1,4,4,4,1,7,7,7,6,6,0,0,0,0,4,4,7,5,6.25,6.25,75,89,60.4375,4,4,3.0625,4,4,3.5,6.6,0,5,3,5,3,1,2,4,0,0,0,0,0,2,2.8,1,4,1,1,7,0.833333333333333,1,1,1,0,0,2,43.3333333333333,0,22.2222222222222,87.5,65.625,80.25,45.8333333333333,55.5555555555556,100,0,66.6666666666667,35.7142857142857,8.33333333333333,47.7694089737412,1.16985412370285
"816","408",2,206,"Female","Age: 55+","Education: Junior college",7,10,7,27646,16340,82,80,624,0,4,142,0,63.7055555555556,1.775,4.55555555555556,5,"No News - Experiment","Republican",3,7.8,0.05,2,3,4,3,3,4,3,2,6,3,28,59,33,71,47,48,49,49,1,NA,1,NA,1,1,1,1,4,4,4,4,5,5,2,2,2,2,3,1,2,2,2,5,2,6,5,3,3,28,33,27.5625,4,4,3.375,1,1,1,2.2,1.75,4.5,3,5,3,1,2,4,0,0,0,0,0,2,2.8,1,4,1,1,7,0.833333333333333,1,1,1,0,0,2,43.3333333333333,0,22.2222222222222,33.3333333333333,25,36.4166666666667,52.7777777777778,0,26.6666666666667,29.1666666666667,58.3333333333333,35.7142857142857,8.33333333333333,47.7694089737412,1.16985412370285
"817","409",1,507,"Female","Age: 18–24","Education: Bachelor",4,4,1,25918,13819,81,73,476,1,8,13,0.0136986301369863,63.6459665144597,0.178082191780822,3.77777777777778,5,"No News - Control","Democrat",0,6.52054794520548,0.10958904109589,6,7,6,6,7,6,6,6,6,6,22,37,34,42,31,40,35,45,2,1,2,6,NA,NA,NA,2,6,6,6,7,6,6,6,6,5,1,0,1,2,1,1,3,4,6,5,6,6.5,37,42,29.4375,6,6,4.8125,2,2,1.75,3.6,1.25,4.5,5.6,5,6,5,6,6,0,0,0,0,0,1,1.2,1,2,1,1,1,2.33333333333333,1,1,3,3,3,3,86.6666666666667,0,11.1111111111111,83.3333333333333,68.75,38.9166666666667,84.7222222222222,16.6666666666667,50,20.8333333333333,58.3333333333333,7.14285714285714,33.3333333333333,43.3062390858733,2.49338769933885
"818","409",2,507,"Female","Age: 18–24","Education: Bachelor",4,4,1,25918,13819,81,73,476,1,8,13,0.0136986301369863,63.6459665144597,0.178082191780822,3.77777777777778,5,"No News - Control","Democrat",0,6.52054794520548,0.10958904109589,9,9,9,9,9,7,7,7,7,7,88,21,94,28,87,88,92,88,6,1,7,6,7,5,7,5,4,5,6,6,5,5,7,6,7,6,6,0,0,0,0,6,6,7,7,7,9,21,28,34.6875,4,4,3.625,6,6,4.75,6.4,0,6.5,5.6,5,6,5,6,6,0,0,0,0,0,1,1.2,1,2,1,1,1,2.33333333333333,1,1,3,3,3,3,86.6666666666667,0,11.1111111111111,100,100,45.9166666666667,58.3333333333333,83.3333333333333,96.6666666666667,0,91.6666666666667,7.14285714285714,33.3333333333333,43.3062390858733,2.49338769933885
