"","person_id","sex","age","edu","party","ideo","approve_trump","know_1_w2","know_2_w2","know_3_w2","know_4_w2","know_5_w2","know_fac_1_w2","know_fac_2_w2","know_fac_3_w2","know_fac_4_w2","ptc_w2","att_imp_gun_w1","att_imp_immigrant_w1","att_imp_climate_w1","att_imp_trump_w1","att_imp_econ_w1","att_imp_gun_w2","att_imp_immigrant_w2","att_imp_climate_w2","att_imp_trump_w2","att_imp_econ_w2","att_str_gun_w1","att_str_immigrant_w1","att_str_climate_w1","att_str_trump_w1","att_str_econ_w1","att_str_gun_w2","att_str_immigrant_w2","att_str_climate_w2","att_str_trump_w2","att_str_econ_w2","ft_dem_w1","ft_rep_w1","ft_lib_w1","ft_cons_w1","ft_gun_w1","ft_immigrant_w1","ft_climate_w1","ft_econ_w1","ft_dem_w2","ft_rep_w2","ft_lib_w2","ft_cons_w2","ft_gun_w2","ft_immigrant_w2","ft_climate_w2","ft_econ_w2","stupid_party_opp_w1","stupid_ind_dem_w1","stupid_ideo_opp_w1","stupid_ind_cons_w1","stupid_gun_w1","stupid_immigrant_w1","stupid_climate_w1","stupid_econ_w1","stupid_party_opp_w2","stupid_ideo_opp_w2","stupid_gun_w2","stupid_immigrant_w2","stupid_climate_w2","stupid_econ_w2","under_party_opp_w1","under_ideo_opp_w1","under_gun_w1","under_immigrant_w1","under_climate_w1","under_econ_w1","under_party_opp_w2","under_ideo_opp_w2","under_gun_w2","under_immigrant_w2","under_climate_w2","under_econ_w2","malvol_1_w1","malvol_2_w1","malvol_3_w1","malvol_4_w1","malvol_5_w1","malvol_1_w2","malvol_2_w2","malvol_3_w2","malvol_4_w2","malvol_5_w2","comp_1_w1","comp_2_w1","comp_3_w1","comp_4_w1","comp_1_w2","comp_2_w2","comp_3_w2","comp_4_w2","perpol_1_w1","perpol_2_w1","perpol_3_w1","perpol_4_w1","perpol_1_w2","perpol_2_w2","perpol_3_w2","perpol_4_w2","well_act_1_w2","well_act_2_w2","well_act_3_w2","well_act_4_w2","well_act_5_w2","well_feel_1_w2","well_feel_2_w2","well_feel_3_w2","well_feel_4_w2","well_feel_5_w2","well_feel_6_w2","visits_raw","visits_u","day_range","active_days","count_domains","domain_center","domain_left","domain_right","domain_center_mean","domain_left_mean","domain_right_mean","news_self","news_like_self","condition","party_bin","news","news_like","know_w2","know_fac_w2","att_str_w1","att_str_w2","att_imp_w1","att_imp_w2","ft_party_op_w1","ft_ideo_op_w1","ft_w1","ft_party_op_w2","ft_ideo_op_w2","ft_w2","under_party_op_w1","under_ideo_op_w1","under_w1","under_party_op_w2","under_ideo_op_w2","under_w2","stupid_party_op_w1","stupid_ideo_op_w1","stupid_w1","stupid_party_op_w2","stupid_ideo_op_w2","stupid_w2","malvol_w1","malvol_w2","comp_w1","comp_w2","perpol_w1","perpol_w2","well_feel_w2","well_act_w2"
"709",57,"Male","Age: 45–54","Education: Graduate school",6,6,6,4,2,2,4,4,1,0,1,1,2,3,4,6,3,7,5,4,8,8,8,5,6,6,6,7,7,5,6,6,4,6,7,6,8,6,8,10,7,72,44,48,44,53,59,56,58,1,NA,1,NA,NA,1,1,NA,4,5,6,3,3,4,6,6,6,5,5,6,4,2,2,4,3,3,1,1,1,0,3,2,2,3,2,3,1,1,1,1,4,4,5,4,1,1,2,1,5,6,5,6,4,2,1,1,4,2,4,4,6,5,3,45827,38364,89,89,1438,74,767,3591,0.831460674157303,55.1375780274657,40.3483146067416,2.22222222222222,4,"No News - Experiment","Republican",16.1573033707865,8.61797752808989,3.2,3,6,5.5,5,6.25,6,6,5.1875,72,48,44.375,6,6,4.625,4,4,3,1,1,1,4,4,3.25,1.2,2.4,1,4.25,1.25,5.5,4,2.4
"710",410,"Female","Age: 35–44","Education: Junior college",6,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,3,3,4,NA,NA,NA,NA,NA,5,4,4,3,4,NA,NA,NA,NA,NA,70,20,70,20,70,70,70,80,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,5,NA,5,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,2,2,NA,NA,NA,NA,NA,NA,4,4,4,3,3,NA,NA,NA,NA,NA,0,0,0,2,NA,NA,NA,NA,2,2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30340,13045,78,77,314,0,20,805,0,63.4958152958153,10.4545454545455,2.11111111111111,4,"No News - Control","Republican",4.07792207792208,0.25974025974026,NA,0,4.25,NA,3.75,NA,70,70,53.375,NA,NA,NA,3,3,2.3125,NA,NA,NA,4,4,3.5,NA,NA,NA,3.6,NA,0.5,NA,3.5,NA,NA,NA
"711",643,"Male","Age: 35–44","Education: Graduate school",3,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,6,5,6,6,NA,NA,NA,NA,NA,3,6,4,6,7,NA,NA,NA,NA,NA,88,88,77,56,56,91,56,56,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,4,NA,NA,4,4,NA,NA,NA,NA,NA,NA,2,5,4,3,4,5,NA,NA,NA,NA,NA,NA,6,5,2,4,5,NA,NA,NA,NA,NA,3,1,2,4,NA,NA,NA,NA,4,3,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20580,12642,85,54,705,4,66,301,0.0740740740740741,62.5333333333334,5.57407407407407,1.66666666666667,3,"No News - Control","Democrat",13.0555555555556,1.22222222222222,NA,0,5,NA,4.75,NA,88,56,52.4375,NA,NA,NA,2,2,2.25,NA,NA,NA,5,5,3.75,NA,NA,NA,4.4,NA,2.5,NA,4,NA,NA,NA
"712",677,"Male","Age: 18–24","Education: High school",1,1,1,4,3,4,3,3,0,1,1,1,5,7,3,7,5,4,9,9,9,9,4,6,3,5,6,4,7,6,7,7,4,14,87,10,67,99,88,97,74,97,23,97,49,98,75,84,50,6,NA,4,NA,7,NA,NA,NA,7,7,7,5,7,3,2,2,1,3,3,2,1,1,1,1,1,4,6,6,5,6,6,7,7,7,6,6,1,2,1,0,2,2,1,3,5,6,7,7,7,7,7,7,1,2,2,1,6,2,6,2,2,0,2,2725,1177,85,7,118,0,0,2,0,63.7555555555556,0.285714285714286,3.22222222222222,2,"No News - Control","Democrat",16.8571428571429,0,3.4,3,4.5,6,5.25,7.75,87,67,61.125,23,49,37.4375,2,2,1.8125,1,1,1.1875,6,6,5,7,7,5.125,5.8,6.6,1,2,6.25,7,2.33333333333333,2.4
"713",559,"Female","Age: 18–24","Education: Junior college",1,3,2,6,6,7,6,6,0,0,1,0,1,6,3,6,4,4,9,8,9,9,4,4,2,6,4,2,7,6,7,7,4,9,80,7,69,50,60,66,29,15,85,41,90,100,100,100,81,2,NA,1,NA,NA,3,NA,1,4,3,1,1,1,1,3,4,6,4,1,5,3,4,1,1,1,4,4,4,3,2,3,4,3,4,6,5,0,1,0,1,2,6,3,5,5,1,5,7,4,5,7,6,2,3,1,2,2,2,4,1,0,0,2,3030,1940,82,30,172,1,3,27,0.0333333333333333,63.6555555555556,0.9,3.33333333333333,2,"No News - Control","Democrat",5.73333333333333,0.1,6.2,1,3.5,6,4.75,7.5,80,69,50.3125,85,90,67.8125,3,3,2.75,3,3,2.1875,2,2,1.75,4,4,2.5,3.2,4.4,0.5,4,4.5,5.5,1.5,2
"714",353,"Female","Age: 25–34","Education: Bachelor",4,6,3,5,4,4,3,4,1,0,1,1,2,7,6,7,4,5,4,5,3,9,8,6,6,6,5,2,5,5,3,7,6,45,45,38,18,32,51,98,40,98,21,69,22,62,72,58,94,4,3,2,NA,NA,4,NA,4,1,1,1,1,2,1,5,5,6,2,6,4,1,2,2,2,4,1,2,2,1,0,0,6,6,2,4,6,4,5,0,6,5,5,4,5,3,6,7,3,5,5,7,6,2,1,1,1,5,2,4,1,2,2,2,3383,2779,77,22,117,0,0,0,0,63.7555555555556,0,2.44444444444444,3,"No News - Experiment","Republican",5.31818181818182,0,4,3,5,4.75,6.25,5,45,38,34.8125,98,69,59.875,5,5,3.875,1,1,1.3125,4,4,3.25,1,1,1.0625,1,4.8,3.75,4.75,4.75,5.75,2.16666666666667,2
"715",461,"Female","Age: 25–34","Education: Junior college",1,0,1,5,2,5,3,4,0,0,0,1,2,7,7,7,7,7,5,4,5,5,4,7,7,7,7,7,4,5,4,5,5,23,99,32,99,99,99,99,100,45,50,51,45,45,52,41,37,7,NA,7,NA,6,NA,NA,6,5,4,4,4,4,4,1,1,1,1,1,1,3,4,4,5,4,4,7,7,7,6,6,4,5,5,3,2,6,6,6,6,4,3,2,3,4,6,7,1,3,4,5,4,5,5,5,4,3,5,4,3,3,3,3,51448,23413,23,23,370,0,0,0,0,63.7555555555556,0,3.77777777777778,1,"No News - Experiment","Democrat",16.0869565217391,0,3.8,1,7,4.5,7,4.5,99,99,74.5625,50,45,34.9375,1,1,1,3,3,2.8125,7,7,5.25,5,5,3.75,6.6,3.8,6,3,4.5,4,3.5,4.4
"716",696,"Female","Age: 55+","Education: Bachelor",4,5,1,5,3,6,1,0,1,0,1,1,2,6,3,4,5,4,9,9,8,8,9,4,1,6,1,5,7,6,5,7,6,53,46,6,15,81,66,53,27,19,6,2,8,7,2,20,26,4,1,1,2,NA,NA,NA,4,6,5,4,6,6,7,6,6,4,5,5,5,7,4,6,5,7,6,3,5,4,3,3,7,7,7,1,1,1,5,1,3,2,2,1,0,2,1,1,4,6,6,7,7,6,4,8,6,2,7,5,2,1,0,0,9226,5336,92,21,216,0,0,15,0,63.7555555555556,0.714285714285714,2.44444444444444,3,"No News - Control","Democrat",10.2857142857143,0,3,3,4,6,4.25,8.75,46,15,29.6875,6,8,7.1875,6,6,4.4375,7,7,5.25,4,4,3.25,6,6,4.6875,3.6,4.6,2.5,1.25,2,6.5,2.5,5.2
"717",821,"Female","Age: 55+","Education: High school",1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,3,4,6,4,NA,NA,NA,NA,NA,7,7,6,7,4,NA,NA,NA,NA,NA,0,97,2,93,100,83,47,53,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,2,NA,NA,5,4,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,4,3,NA,NA,NA,NA,NA,NA,4,5,6,5,6,NA,NA,NA,NA,NA,3,2,1,4,NA,NA,NA,NA,3,5,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.88888888888889,3,"No News - Experiment","Democrat",NA,NA,NA,0,6,NA,4,NA,97,93,65.4375,NA,NA,NA,1,1,1.375,NA,NA,NA,5,5,3.875,NA,NA,NA,5.2,NA,2.5,NA,5.25,NA,NA,NA
"718",319,"Female","Age: 25–34","Education: Graduate school",2,2,1,5,5,7,4,4,1,0,1,1,5,7,6,7,7,5,5,8,8,8,5,7,6,7,7,3,3,5,5,6,5,15,90,5,95,98,90,100,65,20,70,10,70,50,84,60,60,5,NA,7,NA,NA,NA,7,3,2,2,2,3,2,2,2,2,1,3,1,4,3,3,4,2,4,4,1,2,3,5,2,5,4,3,3,5,2,2,2,4,2,2,2,2,7,3,7,7,3,3,6,6,1,4,1,1,7,3,3,3,3,4,3,14766,8120,84,67,383,0,23,95,0,63.412271973466,1.41791044776119,1.88888888888889,3,"No News - Experiment","Democrat",5.71641791044776,0.343283582089552,5,3,5.75,4.5,6.25,6.5,90,95,68.5625,70,70,51.125,2,2,1.8125,3,3,2.625,5,5,4,2,2,1.8125,2.6,4,2.5,2,6,4.5,3.16666666666667,2.8
"719",222,"Female","Age: 18–24","Education: Junior college",2,3,2,3,3,3,3,4,0,0,1,0,3,5,5,5,4,5,5,5,8,4,3,5,5,4,5,4,5,5,6,6,3,34,61,35,54,81,76,49,51,25,70,22,60,70,75,80,60,4,NA,4,NA,NA,NA,NA,4,3,3,5,4,5,3,4,3,4,4,4,4,4,4,2,2,2,4,2,3,2,2,3,3,2,2,4,4,2,1,0,1,0,0,0,0,4,2,4,4,4,1,5,5,2,2,1,1,2,4,4,2,4,4,3,46681,9271,91,70,317,0,18,14,0,63.4984126984127,0.2,1,2,"No News - Control","Democrat",4.52857142857143,0.257142857142857,3.2,1,4.5,4.75,5,5.25,61,54,45.0625,70,60,50.5625,4,4,3.25,4,4,2.875,4,4,3.25,3,3,2.8125,2.4,3,1,0,3.5,3.75,3.5,1.6
"720",864,"Female","Age: 25–34","Education: Bachelor",3,1,1,4,4,3,4,4,1,0,1,1,3,5,4,6,6,4,3,3,4,9,4,6,5,5,7,5,3,3,4,7,4,59,86,54,85,75,89,96,65,30,100,30,70,70,80,80,70,5,NA,4,NA,NA,3,NA,2,7,3,3,3,3,3,3,3,3,4,1,5,1,3,3,3,3,4,5,7,5,5,5,7,7,7,6,6,5,5,6,5,0,0,0,1,3,2,5,3,5,4,5,7,2,1,1,1,7,3,3,3,3,4,3,70663,21496,77,16,838,1,18,159,0.0625,62.6305555555556,9.9375,3.22222222222222,2,"No News - Experiment","Democrat",52.375,1.125,3.8,3,5.25,3.5,4.75,3.5,86,85,63.3125,100,70,61.5,3,3,2.5625,1,1,1.5625,5,5,3.375,7,7,4.5,5.4,6.6,5.25,0.25,3.25,5.25,3.16666666666667,2.4
"721",213,"Male","Age: 45–54","Education: Junior college",3,4,4,7,6,7,6,6,0,1,1,1,2,7,4,6,5,5,9,8,9,9,8,7,7,3,3,6,7,7,7,7,6,50,37,32,58,95,66,93,30,51,51,51,50,74,74,73,49,2,3,5,NA,6,NA,4,NA,1,1,1,1,1,1,4,4,6,5,6,5,5,5,6,4,5,7,2,2,2,2,5,1,1,1,1,1,2,2,1,1,2,2,1,3,5,2,5,5,4,3,7,7,1,2,1,1,7,1,1,1,2,2,2,24410,10902,82,51,414,0,1,13,0,63.7359477124183,0.254901960784314,2.88888888888889,3,"No News - Experiment","Democrat",8.11764705882353,0.0196078431372549,6.4,3,5.75,6.75,5.5,8.5,37,58,41.75,51,50,42.375,4,4,3.625,5,5,4.125,2,2,2.5,1,1,1,2.6,1,1.5,2,4.25,5.25,1.5,2.4
"722",133,"Female","Age: 55+","Education: Junior college",3,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,4,6,3,6,NA,NA,NA,NA,NA,5,5,6,3,6,NA,NA,NA,NA,NA,20,26,44,50,52,85,35,66,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,4,4,6,3,3,6,NA,NA,NA,NA,NA,NA,1,1,4,4,4,NA,NA,NA,NA,NA,2,4,1,4,NA,NA,NA,NA,4,1,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21824,10287,86,72,317,0,0,0,0,63.7555555555556,0,2.88888888888889,4,"No News - Control","Democrat",4.40277777777778,0,NA,0,5.5,NA,5.25,NA,26,50,34.125,NA,NA,NA,4,4,3.375,NA,NA,NA,1,1,1,NA,NA,NA,2.8,NA,2.75,NA,3.75,NA,NA,NA
"723",634,"Male","Age: 55+","Education: Bachelor",4,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,5,3,7,5,NA,NA,NA,NA,NA,7,5,1,6,4,NA,NA,NA,NA,NA,95,29,88,36,68,35,78,43,NA,NA,NA,NA,NA,NA,NA,NA,1,3,5,NA,6,3,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,4,2,3,NA,NA,NA,NA,NA,NA,3,1,1,3,5,NA,NA,NA,NA,NA,4,4,5,4,NA,NA,NA,NA,5,3,6,7,NA,NA,NA,NA,1,2,1,1,7,1,1,4,4,4,3,39243,21878,90,90,718,0,42,73,0,63.2888888888889,0.811111111111111,2.11111111111111,6,"No News - Experiment","Republican",7.97777777777778,0.466666666666667,NA,0,4.25,NA,4.75,NA,95,88,60,NA,NA,NA,2,2,1.9375,NA,NA,NA,1,1,1.875,NA,NA,NA,2.6,NA,4.25,NA,5.25,NA,2.83333333333333,2.4
"724",815,"Female","Age: 25–34","Education: Bachelor",7,8,7,5,3,3,3,2,1,0,1,1,1,7,6,2,7,6,5,8,5,8,5,7,6,3,7,6,4,6,5,5,5,91,16,96,15,99,87,83,97,32,23,12,22,28,38,18,30,6,NA,6,NA,NA,NA,NA,5,4,4,4,5,5,5,6,5,6,6,6,6,4,5,3,5,4,3,5,6,6,6,6,4,5,4,2,4,0,1,1,2,2,3,4,3,4,2,6,6,5,4,3,4,4,2,1,1,0,1,1,2,1,2,1,950,597,30,12,92,0,0,0,0,63.7555555555556,0,1,4,"No News - Control","Republican",7.66666666666667,0,3.2,3,5.5,5,5.25,5.75,91,96,69.875,32,12,18.375,6,6,4.75,4,4,3.1875,6,6,4.5,4,4,3.4375,5.8,3.8,1,3,4.5,4,1.33333333333333,1.6
"725",815,"Female","Age: 25–34","Education: Bachelor",7,8,7,5,4,4,4,4,0,1,1,1,2,7,6,2,7,6,3,3,4,8,4,7,6,3,7,6,3,5,4,7,4,91,16,96,15,99,87,83,97,48,85,40,60,70,80,60,80,6,NA,6,NA,NA,NA,NA,5,3,3,3,3,3,3,6,5,6,6,6,6,3,4,4,4,4,4,5,6,6,6,6,3,5,4,3,5,0,1,1,2,1,2,1,1,4,2,6,6,4,5,6,6,1,1,1,2,7,4,3,4,3,3,4,950,597,30,12,92,0,0,0,0,63.7555555555556,0,1,4,"No News - Control","Republican",7.66666666666667,0,4.2,3,5.5,4,5.25,3.5,91,96,69.875,48,40,40.375,6,6,4.75,3,3,2.75,6,6,4.5,3,3,2.5,5.8,4,1,1.25,4.5,5.25,3.5,2.4
"726",434,"Male","Age: 55+","Education: Bachelor",5,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,7,1,7,4,NA,NA,NA,NA,NA,7,6,1,7,4,NA,NA,NA,NA,NA,93,54,92,51,92,83,91,50,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,2,2,4,NA,NA,NA,NA,NA,NA,7,7,7,6,6,NA,NA,NA,NA,NA,1,3,1,3,NA,NA,NA,NA,6,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11183,5089,88,18,248,0,1,18,0,63.7,1,2.77777777777778,2,"No News - Experiment","Republican",13.7777777777778,0.0555555555555556,NA,0,4.5,NA,4.75,NA,93,92,66.25,NA,NA,NA,1,1,1.4375,NA,NA,NA,7,7,5.25,NA,NA,NA,6.6,NA,2,NA,4.25,NA,NA,NA
"727",109,"Male","Age: 18–24","Education: High school",2,2,1,6,1,7,3,1,0,0,0,1,2,7,5,7,7,4,8,9,9,9,8,7,5,7,7,4,4,7,6,6,5,25,80,20,98,95,99,85,90,13,43,21,3,31,19,12,19,5,NA,5,NA,3,NA,NA,NA,6,7,7,5,7,5,3,1,1,1,3,3,7,6,6,5,7,6,5,6,3,4,6,5,6,6,0,0,1,6,1,6,1,1,3,1,2,3,7,5,6,7,7,5,7,8,7,8,2,7,6,2,1,0,1,8895,3843,88,25,203,38,7,16,1.52,63.4755555555556,0.64,4.33333333333333,3,"No News - Control","Democrat",8.12,0.28,3.6,1,5.75,5.5,5.75,8.5,80,98,67.8125,43,3,16.8125,3,3,2.25,7,7,5.25,5,5,3.5,6,6,4.75,4.8,3.4,3.5,1.5,4.25,6.25,2.83333333333333,6.4
"728",252,"Male","Age: 55+","Education: Graduate school",6,9,5,5,0,6,2,0,0,0,1,0,2,3,7,4,7,6,5,9,8,8,8,3,3,3,4,4,7,6,7,5,7,65,30,65,29,44,85,45,92,19,2,27,20,40,22,12,8,6,NA,6,NA,NA,NA,NA,6,7,5,6,7,4,7,3,2,4,1,5,2,5,7,7,5,7,6,6,6,5,5,5,6,5,7,0,0,5,5,5,5,1,1,4,2,5,5,7,5,5,6,7,7,6,5,8,6,3,6,6,0,0,1,2,85439,10667,73,66,404,2,26,2956,0.0303030303030303,63.3616161616162,44.7878787878788,2.77777777777778,6,"No News - Control","Republican",6.12121212121212,0.393939393939394,2.6,1,3.25,6.75,5,7.5,65,65,49.375,19,27,16.875,3,3,2.5,5,5,4.3125,6,6,4.75,7,7,5.25,5.4,3.6,5,2,5.5,6.25,2.5,5.6
"729",59,"Female","Age: 35–44","Education: High school",4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,4,4,4,4,NA,NA,NA,NA,NA,4,5,4,5,5,NA,NA,NA,NA,NA,58,64,58,56,53,45,55,51,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,NA,NA,NA,3,5,NA,NA,NA,NA,NA,NA,4,3,3,5,5,5,NA,NA,NA,NA,NA,NA,3,5,4,2,3,NA,NA,NA,NA,NA,3,3,2,3,NA,NA,NA,NA,5,5,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1052,810,84,19,106,0,0,0,0,63.7555555555556,0,4,4,"No News - Experiment","Democrat",5.57894736842105,0,NA,0,4.5,NA,3.75,NA,64,56,43,NA,NA,NA,4,4,3.375,NA,NA,NA,5,5,3.75,NA,NA,NA,3.4,NA,2.75,NA,4.25,NA,NA,NA
"730",825,"Male","Age: 18–24","Education: Bachelor",4,5,7,5,3,4,4,3,0,1,0,1,4,6,7,5,2,5,9,9,9,9,9,7,6,5,7,6,7,7,7,7,7,51,48,11,14,31,49,51,39,0,100,15,35,100,100,100,100,2,2,3,4,NA,5,NA,NA,7,7,4,7,7,6,3,3,7,6,7,5,4,4,4,4,4,4,5,4,3,0,2,4,4,4,6,6,2,4,5,5,2,2,2,2,5,2,5,4,4,4,7,7,1,1,1,1,5,2,2,2,2,0,2,21384,10645,83,82,347,0,1,25,0,63.7433604336044,0.304878048780488,5.44444444444444,4,"No News - Experiment","Republican",4.23170731707317,0.0121951219512195,3.8,2,6,7,5.75,9,51,11,26.375,0,15,29,3,3,3.3125,4,4,3.25,2,2,2.5,7,7,5.25,2.8,4.8,4,2,4,5.5,1.66666666666667,1.8
"731",763,"Female","Age: 55+","Education: High school",7,10,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,7,1,7,7,NA,NA,NA,NA,NA,4,7,1,7,7,NA,NA,NA,NA,NA,100,0,94,20,52,100,57,50,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,7,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,7,4,4,NA,NA,NA,NA,NA,NA,7,7,7,6,6,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,4,2,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.33333333333333,3,"No News - Control","Republican",NA,NA,NA,0,4.75,NA,4.75,NA,100,94,64.9375,NA,NA,NA,1,1,1.9375,NA,NA,NA,7,7,5.5,NA,NA,NA,6.6,NA,0,NA,4.75,NA,NA,NA
"732",78,"Female","Age: 25–34","Education: Bachelor",1,1,1,5,4,4,3,4,1,1,1,1,2,3,5,6,6,4,9,4,8,9,5,3,6,5,6,3,7,4,6,7,4,15,80,10,60,55,60,60,60,7,94,10,90,95,85,85,50,2,NA,2,NA,4,2,NA,NA,4,3,5,2,4,2,3,2,6,4,3,3,2,3,1,4,2,4,3,6,5,4,4,6,4,4,6,6,1,2,2,2,1,1,2,1,4,5,6,6,4,5,7,5,1,4,1,3,6,4,5,2,2,2,3,18288,11089,93,47,435,1,12,162,0.0212765957446809,63.5002364066194,3.4468085106383,3.11111111111111,2,"No News - Control","Democrat",9.25531914893617,0.25531914893617,4,4,4.25,5.25,4.5,6.5,80,60,49.9375,94,90,65.9375,3,3,2.75,2,2,1.9375,2,2,2,4,4,3.0625,4.4,5.2,1.75,1.25,5.25,5.25,3,3
"733",518,"Female","Age: 18–24","Education: Bachelor",1,1,1,3,1,3,1,2,1,1,1,1,0,5,3,6,4,4,4,9,4,5,8,6,3,6,6,3,5,6,4,5,4,15,50,13,60,60,75,76,69,34,60,39,63,77,92,54,50,3,NA,3,NA,NA,NA,4,NA,3,4,4,7,3,4,5,3,4,2,3,4,4,4,3,3,4,3,5,3,3,3,2,4,4,4,4,4,0,1,0,1,1,0,2,1,3,2,4,6,3,3,5,5,4,4,2,5,6,7,5,4,6,5,4,15948,4487,85,50,165,0,0,0,0,63.7555555555556,0,2.55555555555556,2,"No News - Experiment","Democrat",3.3,0,2,4,4.5,4.75,4.5,6.25,50,60,45.25,60,63,48.0625,5,5,3.5625,4,4,3.0625,3,3,2.75,3,3,2.875,3.2,4,0.5,1,3.75,4,5.16666666666667,4.2
"734",774,"Female","Age: 35–44","Education: High school",2,2,1,4,3,3,4,5,1,1,0,0,1,4,4,4,5,4,5,4,2,1,8,3,4,4,7,4,4,4,2,1,5,30,98,29,60,50,60,50,50,66,86,79,89,86,86,86,91,5,NA,3,NA,4,NA,5,NA,2,4,2,2,2,2,1,3,4,4,3,3,3,4,5,5,5,5,7,7,7,6,6,5,6,3,4,3,0,0,0,2,0,0,0,0,5,4,7,7,3,2,5,4,3,1,1,1,4,1,1,1,1,1,1,29343,12466,82,70,309,0,17,852,0,63.5126984126985,12.1714285714286,1.88888888888889,3,"No News - Experiment","Democrat",4.41428571428571,0.242857142857143,3.8,2,3.75,3.75,4,4.75,98,60,52.875,86,89,65.8125,1,1,1.625,3,3,3,5,5,3.875,2,2,1.75,6.6,4.2,0.5,0,5.75,3.5,1,2
"735",224,"Female","Age: 55+","Education: Graduate school",6,5,1,5,5,2,5,6,1,0,1,1,2,7,7,7,7,7,1,5,1,8,4,7,7,7,7,7,1,7,1,7,1,42,69,40,51,60,92,69,51,99,6,87,8,94,90,91,86,2,NA,2,2,NA,NA,5,2,1,1,1,2,1,1,4,4,5,3,2,5,1,2,1,1,1,1,1,1,1,1,1,7,7,7,6,6,1,2,1,3,2,2,1,3,3,3,7,7,4,6,7,4,3,3,7,1,7,4,7,4,4,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.66666666666667,4,"No News - Control","Republican",NA,NA,4.6,3,7,2.5,7,2.75,42,40,37.75,99,87,69.3125,4,4,3.1875,1,1,1,2,2,2.125,1,1,1.0625,1,6.6,1.75,2,5,5.25,4.83333333333333,4.2
"736",579,"Female","Age: 18–24","Education: Bachelor",4,3,1,3,2,3,1,1,1,0,1,1,1,5,5,6,4,2,4,3,5,9,4,5,5,5,5,2,5,3,5,7,3,13,56,16,90,92,96,76,45,32,76,26,78,69,69,59,66,4,4,4,NA,NA,4,NA,4,2,4,4,2,5,3,3,3,2,4,2,3,2,3,2,2,2,3,4,4,4,3,3,3,5,3,1,3,4,4,5,5,2,2,2,2,4,3,2,3,3,4,6,6,1,1,1,1,5,1,1,3,3,3,3,40942,12995,84,76,664,0,20,99,0,63.4923976608188,1.30263157894737,1.22222222222222,6,"No News - Experiment","Democrat",8.73684210526316,0.263157894736842,2,3,4.25,4,4.5,4,56,90,56.0625,76,78,55.1875,3,3,2.4375,2,2,1.8125,4,4,3.25,2,2,2.125,3.6,3,4.5,2,3,4.75,2.33333333333333,1.8
